student_id,weak_kcs,n_weak,weakest_5,related_kcs
user7321,Binary Search on Array;Convex Hull;Custom Comparator Sorting;Dijkstra;Line Intersection;Max Flow;Polygon Area;geometry;graph matchings,9,Polygon Area;Line Intersection;Convex Hull;geometry;graph matchings,Distance Between Points;Graph Representation;Orientation Test;Priority Queue;graphs;sortings
user7345,Binary Search on Array;Fenwick Tree;Monotonic Stack;Stack;geometry,5,Monotonic Stack;geometry;Fenwick Tree;Stack;Binary Search on Array,data structures;sortings
user7346,2-sat;2D DP;Max Flow;geometry;graph matchings,5,graph matchings;2-sat;geometry;2D DP;Max Flow,1D DP;Priority Queue;Strongly Connected Components;graphs
user7347,1D DP;Binary Search on Array;Digit DP;Hash Map;Segment Tree;Sliding Window;binary search;bitmasks;brute force;data structures;dp;graphs;hashing;sortings,14,Hash Map;bitmasks;data structures;Segment Tree;Binary Search on Array,Recursion;implementation;math;strings
user7349,,0,graph matchings;geometry;Max Flow;flows;Hash Map,
user7353,,0,Meet-in-the-middle;2D DP;probabilities;graphs;bitmasks,
user7357,Knapsack,1,Knapsack;graph matchings;LCM;BFS;Meet-in-the-middle,2D DP
user736,Fast Exponentiation;Hash Map;Multiset;Prefix Sum;Stack;data structures;divide and conquer;dsu;geometry;two pointers,10,Hash Map;Fast Exponentiation;divide and conquer;data structures;geometry,Queue;dp;graphs;math
user7384,Binary Search on Array;Distance Between Points;Hash Map;Priority Queue;Segment Tree;State Simulation;geometry;graph matchings;ternary search,9,Segment Tree;geometry;Distance Between Points;graph matchings;Hash Map,Binary Search on Answer;Queue;Recursion;Stack;data structures;math;sortings
user7406,Brute Force Enumeration;Difference Array;Dijkstra;bitmasks;brute force;data structures;dsu;games;graph matchings;graphs;number theory;shortest paths;trees,13,dsu;trees;graphs;shortest paths;data structures,Graph Representation;Priority Queue;Queue;Stack;combinatorics;implementation;math
user7410,Longest Common Subsequence;graph matchings;shortest paths,3,graph matchings;shortest paths;Longest Common Subsequence;Min Cut;Simulation,1D DP;graphs
user7421,Permutations;graph matchings,2,graph matchings;Permutations;Prime Factorization;Coordinate Compression;Segment Tree,math
user7422,Bipartite Graph Check;DFS;Expected Value;Hash Map;Segment Tree;Suffix Automaton;data structures;geometry;graph matchings;number theory;ternary search;two pointers,12,geometry;Bipartite Graph Check;DFS;ternary search;graph matchings,BFS;Binary Search on Answer;Graph Representation;Recursion;String Matching;Z Algorithm;combinatorics;math
user7429,,0,geometry;graphs;2D DP;shortest paths;two pointers,
user7440,Permutations;Stack;flows;games;geometry;trees,6,flows;Permutations;geometry;games;trees,combinatorics;data structures;graphs;math;shortest paths
user7441,1D DP;2-sat;Bitmask DP;Fenwick Tree;Graph Representation;Strongly Connected Components;divide and conquer;graphs;two pointers,9,Strongly Connected Components;2-sat;Bitmask DP;Fenwick Tree;divide and conquer,BFS;Recursion;bitmasks;data structures;dp;sortings
user7446,Binary Search on Array;Fast Exponentiation;GCD;Hash Map;Prime Factorization;Prime Sieve;Segment Tree;Tree DFS;Tree DP;Trie;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;dp;geometry;graphs;hashing;interactive;number theory;string suffix structures;strings;ternary search;trees;two pointers,26,Prime Sieve;Binary Search on Array;Fast Exponentiation;brute force;GCD,Binary Search on Answer;DFS;Recursion;Simulation;String Matching;binary search;implementation;math;sortings
user7448,Distance Between Points;Max Flow;flows;geometry,4,geometry;Distance Between Points;Max Flow;flows;Orientation Test,Priority Queue;graphs;math;shortest paths
user7449,BFS;Distance Between Points;Polygon Area;Tree DFS;Tree DP;geometry;graph matchings;hashing;interactive;string suffix structures,10,geometry;graph matchings;Distance Between Points;Tree DP;Polygon Area,DFS;Graph Representation;Hash Map;Simulation;binary search;dp;math;sortings;strings
user7458,Distance Between Points;Graph Representation;Hash Map;Line Intersection;graph matchings;interactive,6,Line Intersection;Hash Map;Graph Representation;interactive;Distance Between Points,Orientation Test;Simulation;data structures;math
user7465,Bipartite Graph Check;Cycle Detection;Greedy Sorting;Max Flow;Palindrome Detection;Prime Factorization;Prime Sieve;Strongly Connected Components;Tree DFS;Tree DP;binary search;dsu;flows;hashing;shortest paths;string suffix structures;two pointers,17,Tree DP;Tree DFS;binary search;Prime Factorization;Max Flow,BFS;DFS;Hash Map;Priority Queue;Queue;Stack;String Matching;data structures;dp;graphs;math;sortings;strings
user7468,Ordered Set;Polygon Area;Tree DFS;Tree DP;geometry,5,geometry;Tree DP;Ordered Set;Polygon Area;Tree DFS,DFS;Distance Between Points;data structures;dp
user7471,BFS;geometry,2,BFS;geometry;string suffix structures;ternary search;Bitmask DP,Graph Representation
user7474,,0,geometry;2-sat;Strongly Connected Components;Priority Queue;graphs,
user7487,2-sat;Convex Hull;geometry;hashing;string suffix structures,5,geometry;Convex Hull;string suffix structures;hashing;2-sat,Distance Between Points;Hash Map;Orientation Test;Strongly Connected Components;binary search;sortings;strings
user7488,1D DP;Bitmask DP;Conditional Probability;Distance Between Points;Expected Value;Hash Map;Knapsack;Line Intersection;Max Flow;Meet-in-the-middle;Prime Factorization;Prime Sieve;Priority Queue;Suffix Automaton;bitmasks;games;geometry;graph matchings;interactive;probabilities;string suffix structures;ternary search,22,Conditional Probability;probabilities;Bitmask DP;Prime Factorization;Line Intersection,2D DP;Binary Search on Answer;Orientation Test;Queue;Recursion;Simulation;Stack;String Matching;Z Algorithm;binary search;brute force;combinatorics;data structures;dp;graphs;math;sortings;strings
user7499,Binary Search on Array;Connected Components;Cycle Detection;Difference Array;dsu;flows;graph matchings;graphs,8,Binary Search on Array;graphs;flows;dsu;Difference Array,BFS;DFS;Queue;Stack;shortest paths;sortings
user7500,2D DP;Custom Comparator Sorting;DP on DAG;Distance Between Points;Knapsack;Max Flow;Topological Sort;geometry,8,Topological Sort;Max Flow;DP on DAG;Distance Between Points;geometry,1D DP;Connected Components;DFS;Priority Queue;dp;graphs;math;sortings
user7510,2D DP;Bitmask Enumeration;Combinations;Expected Value;Hash Map;Prefix Sum;Prime Sieve;Recursion;State Simulation;bitmasks;combinatorics;data structures;dp;geometry;graphs;probabilities;trees,17,Bitmask Enumeration;geometry;Hash Map;probabilities;Recursion,1D DP;Stack;brute force;math
user7514,Stack;data structures;dsu;flows;graphs;interactive;strings,7,dsu;strings;data structures;flows;Stack,Queue;Simulation;shortest paths
user7515,Tree DP;data structures;dp;dsu;graphs;hashing;trees;two pointers,8,Tree DP;trees;graphs;dsu;data structures,Hash Map;Queue;Recursion;Stack;Tree DFS;brute force;strings
user7543,Binary Search on Array;GCD;Modular Arithmetic;dp;math;strings,6,Modular Arithmetic;math;strings;dp;Binary Search on Array,Recursion;brute force;data structures;sortings
user7546,Binary Search on Answer;Floyd-Warshall;divide and conquer;hashing,4,divide and conquer;hashing;Floyd-Warshall;Binary Search on Answer;Fenwick Tree,Binary Search on Array;Hash Map;dp;graphs;strings
user7552,Connected Components;DFS;Divisors;GCD;Stack;Tree DFS;binary search;data structures;divide and conquer;dp;dsu;geometry;graphs;hashing;number theory;ternary search;trees,17,Connected Components;Divisors;Stack;ternary search;number theory,BFS;Binary Search on Answer;Graph Representation;Hash Map;Prime Factorization;Queue;Recursion;brute force;math;sortings;strings
user7556,Binary Search on Answer;Binary Search on Array;binary search;data structures;dp,5,binary search;Binary Search on Array;Binary Search on Answer;data structures;dp,Recursion;brute force;sortings
user7576,2-sat;2D DP;Binary Search on Answer;Binary Search on Array;DFS;Graph Representation;Max Flow;Strongly Connected Components;Suffix Array;Tree Diameter;geometry;graph matchings;graphs;shortest paths;string suffix structures,15,Tree Diameter;geometry;Suffix Array;Max Flow;Graph Representation,1D DP;BFS;Priority Queue;String Matching;Tree DFS;binary search;sortings;strings
user7590,Binary Search on Answer;Max Flow;Shortest Path in DAG;binary search;divide and conquer;flows;graphs;shortest paths;two pointers,9,two pointers;shortest paths;Max Flow;Binary Search on Answer;divide and conquer,Binary Search on Array;Priority Queue;Topological Sort;data structures;dp;sortings
user7591,1D DP;Bitmask Enumeration;Knapsack;bitmasks;chinese remainder theorem;games;graph matchings;interactive;number theory;ternary search,10,games;interactive;Bitmask Enumeration;chinese remainder theorem;Knapsack,2D DP;Binary Search on Answer;Modular Arithmetic;Modular Inverse;Recursion;Simulation;brute force;combinatorics;data structures;math
user76,Distance Between Points;Stack;geometry;shortest paths,4,geometry;Stack;Distance Between Points;shortest paths;graph matchings,graphs;math
user7601,Binary Search on Array;Prefix Sum;Segment Tree;binary search;combinatorics;data structures;divide and conquer;shortest paths;two pointers,9,divide and conquer;binary search;combinatorics;data structures;Segment Tree,Recursion;Stack;dp;graphs;math;sortings
user7615,,0,number theory;Lazy Segment Tree;binary search;Ordered Set;matrices,
user7637,GCD;Prime Factorization;Segment Tree;geometry;graph matchings;shortest paths;sortings,7,Segment Tree;GCD;geometry;sortings;shortest paths,Prime Sieve;Recursion;data structures;graphs
user7642,,0,geometry;2-sat;Strongly Connected Components;strings;Priority Queue,
user7661,Graph Representation;String Matching;flows;hashing,4,Graph Representation;flows;String Matching;hashing;graph matchings,Hash Map;data structures;graphs;shortest paths;strings
user7674,Edit Distance,1,Edit Distance;Knapsack;geometry;Distance Between Points;1D DP,2D DP;Longest Common Subsequence
user769,2D DP;Cycle Detection;Segment Tree;Tree DFS;flows,5,flows;Cycle Detection;Tree DFS;2D DP;Segment Tree,1D DP;BFS;DFS;Recursion;data structures;graphs;shortest paths
user7699,2-sat;Max Flow;Strongly Connected Components;flows;graph matchings,5,2-sat;graph matchings;Strongly Connected Components;Max Flow;flows,BFS;Priority Queue;graphs;shortest paths
user7734,2D DP;Hash Map;Knapsack;Ordered Set;Tree DP;geometry;interactive;number theory,8,Knapsack;Tree DP;Ordered Set;geometry;interactive,1D DP;Simulation;Tree DFS;data structures;dp;math
user7735,2D DP;DP on DAG;Hash Map;Prime Factorization;Prime Sieve;trees,6,Prime Sieve;Prime Factorization;DP on DAG;Hash Map;2D DP,1D DP;Topological Sort;data structures;dp;graphs;math
user7749,Binary Search on Answer;Ordered Set;graph matchings;interactive;shortest paths;string suffix structures;trees,7,shortest paths;string suffix structures;interactive;graph matchings;Binary Search on Answer,Binary Search on Array;Simulation;binary search;data structures;graphs;sortings;strings
user7761,DP on DAG;Graph Representation;Hash Map;Knapsack;geometry;interactive;two pointers,7,Knapsack;interactive;geometry;Graph Representation;DP on DAG,2D DP;Simulation;Topological Sort;data structures;dp
user7763,Binary Search on Array;Hash Map;Max Flow;flows;geometry;graph matchings;trees,7,graph matchings;Max Flow;geometry;Hash Map;trees,Priority Queue;data structures;graphs;shortest paths;sortings
user7781,Distance Between Points;Hash Map;geometry,3,Hash Map;geometry;Distance Between Points;flows;1D DP,data structures;math
user7782,2D DP;String Matching;Suffix Automaton;geometry;hashing;interactive;string suffix structures;strings,8,String Matching;string suffix structures;strings;Suffix Automaton;hashing,1D DP;Hash Map;Simulation;Z Algorithm;binary search;data structures;sortings
user7789,2-sat;Distance Between Points;Edit Distance;Tree DFS;Tree DP;flows;geometry;graph matchings;graphs;hashing;interactive;shortest paths;trees,13,geometry;Tree DP;Tree DFS;graph matchings;Distance Between Points,2D DP;DFS;Hash Map;Longest Common Subsequence;Simulation;Strongly Connected Components;data structures;dp;math;strings
user7793,1D DP;Graph Representation;divide and conquer;graphs;trees;two pointers,6,divide and conquer;Graph Representation;graphs;trees;two pointers,Recursion;data structures;dp
user78,Binary Search on Answer;Bitmask DP;dsu;graphs;trees,5,Bitmask DP;graphs;trees;dsu;Binary Search on Answer,1D DP;Binary Search on Array;Queue;Stack;bitmasks;data structures
user7801,Distance Between Points;Hash Map;Knapsack;Orientation Test;Prefix Function;String Matching;geometry;graph matchings;hashing;probabilities,10,geometry;Orientation Test;Knapsack;Distance Between Points;Prefix Function,2D DP;combinatorics;data structures;math;strings
user7823,Distance Between Points;Max Flow;chinese remainder theorem;geometry;graph matchings,5,geometry;graph matchings;chinese remainder theorem;Max Flow;Distance Between Points,Modular Arithmetic;Modular Inverse;Priority Queue;graphs;math
user7830,Max Flow;flows;graph matchings,3,graph matchings;Max Flow;flows;geometry;Bipartite Graph Check,Priority Queue;graphs;shortest paths
user7836,2-sat;Bipartite Graph Check;Connected Components;Distance Between Points;Strongly Connected Components;Tree DP;geometry;graph matchings,8,geometry;Distance Between Points;2-sat;Bipartite Graph Check;Tree DP,BFS;DFS;Tree DFS;dp;math
user7846,Custom Comparator Sorting;data structures;sortings;trees,4,sortings;Custom Comparator Sorting;data structures;trees;geometry,graphs
user7857,brute force;two pointers,2,two pointers;brute force;number theory;GCD;Greedy Sorting,data structures;implementation;math
user7888,Interval DP;geometry,2,geometry;Interval DP;Polygon Area;Multiset;KMP,2D DP
user7890,1D DP;Fast Exponentiation;Graph Representation;Monotonic Stack;binary search;data structures;divide and conquer;graphs;interactive;trees;two pointers,11,Graph Representation;Fast Exponentiation;two pointers;divide and conquer;graphs,Recursion;Simulation;Stack;dp;math;sortings
user7900,Binary Search on Answer;Tree DP;hashing;string suffix structures;trees;two pointers,6,Tree DP;string suffix structures;hashing;trees;two pointers,Binary Search on Array;Hash Map;Tree DFS;binary search;data structures;dp;graphs;sortings;strings
user7910,Graph Representation;Meet-in-the-middle;Recursion;Tree DFS;divide and conquer;trees,6,divide and conquer;trees;Recursion;Meet-in-the-middle;Graph Representation,DFS;brute force;data structures;dp;graphs
user7917,1D DP;Combinations;Expected Value;Tree DFS;Trie;combinatorics;probabilities;shortest paths;trees,9,probabilities;Expected Value;combinatorics;Combinations;shortest paths,DFS;Recursion;String Matching;data structures;graphs;math
user7932,Fenwick Tree;Inclusion-Exclusion;Max Flow;Ordered Set;Suffix Array;flows;geometry;graph matchings;shortest paths,9,Suffix Array;Ordered Set;graph matchings;Inclusion-Exclusion;geometry,Combinations;Permutations;Priority Queue;String Matching;data structures;graphs;sortings
user7933,Lazy Segment Tree;Orientation Test;Tree DFS;data structures;geometry;hashing,6,Orientation Test;geometry;Lazy Segment Tree;Tree DFS;data structures,DFS;Distance Between Points;Hash Map;Segment Tree;strings
user794,Dijkstra;Distance Between Points;geometry;shortest paths,4,Dijkstra;shortest paths;geometry;Distance Between Points;BFS,Graph Representation;Priority Queue;graphs;math
user7947,DP on DAG;Topological Sort;geometry,3,Topological Sort;DP on DAG;geometry;ternary search;Distance Between Points,Connected Components;DFS;dp
user7948,2D DP;Cycle Detection;Dijkstra;Floyd-Warshall;Tree DFS;graphs;shortest paths,7,2D DP;Cycle Detection;Dijkstra;graphs;Floyd-Warshall,1D DP;BFS;DFS;Graph Representation;Priority Queue;dp
user7951,DFS;Dijkstra;Max Flow;geometry;graph matchings,5,geometry;graph matchings;Dijkstra;DFS;Max Flow,Graph Representation;Priority Queue;graphs
user7954,Binary Search on Answer;Binary Search on Array;Bipartite Graph Check;Cycle Detection;Interval Scheduling;Max Flow;Segment Tree;Stack;Tree DFS;Tree DP;bitmasks;brute force;data structures;divide and conquer;flows;graph matchings;greedy;hashing;interactive;strings;two pointers,21,Max Flow;flows;graph matchings;Stack;Tree DFS,BFS;DFS;Hash Map;Priority Queue;Recursion;Simulation;dp;graphs;implementation;math;shortest paths;sortings
user7962,2D DP;Hash Map;flows;graph matchings,4,2D DP;graph matchings;flows;Hash Map;Meet-in-the-middle,1D DP;data structures;graphs;shortest paths
user7963,Binary Lifting;Fast Exponentiation;Fenwick Tree;Floyd-Warshall;Knapsack;Segment Tree;chinese remainder theorem;dsu;flows;geometry;graph matchings,11,dsu;Fenwick Tree;Segment Tree;graph matchings;geometry,2D DP;Modular Arithmetic;Modular Inverse;Queue;Recursion;Sparse Table;Stack;Tree DFS;data structures;dp;graphs;math;shortest paths;sortings
user7979,flows,1,flows;Bipartite Graph Check;probabilities;Prime Factorization;Backtracking,graphs;shortest paths
user7995,Digit DP;chinese remainder theorem;string suffix structures,3,string suffix structures;Digit DP;chinese remainder theorem;geometry;graph matchings,1D DP;Modular Arithmetic;Modular Inverse;binary search;sortings;strings
user8006,Bitmask DP;Coordinate Compression;Segment Tree;binary search;bitmasks;data structures;divide and conquer;trees,8,binary search;data structures;Segment Tree;divide and conquer;trees,1D DP;Recursion;brute force;dp;graphs;math;sortings
user8015,binary search;data structures;games;graphs;math;number theory;sortings;two pointers,8,binary search;data structures;math;games;number theory,combinatorics
user8017,combinatorics,1,combinatorics;math;constructive algorithms;sortings;Simulation,math
user803,,0,graphs;Bitmask Enumeration;trees;bitmasks;dsu,
user8031,2-sat;Monotonic Queue;divide and conquer;dsu,4,divide and conquer;2-sat;dsu;Monotonic Queue;Cycle Detection,Deque;Queue;Stack;Strongly Connected Components;dp;graphs
user8038,Binary Search on Array;DP on DAG;Fenwick Tree;Hash Map;Permutations;Prime Factorization;Prime Sieve;Tree DFS;Tree DP;binary search;data structures;divide and conquer;games;trees;two pointers,15,Hash Map;Tree DP;Fenwick Tree;trees;Tree DFS,DFS;Topological Sort;combinatorics;dp;graphs;math;sortings
user8051,Bipartite Graph Check;Cycle Detection;DFS;Prime Sieve;Trie;flows;graph matchings;string suffix structures,8,graph matchings;Cycle Detection;Trie;Prime Sieve;flows,BFS;Graph Representation;String Matching;binary search;graphs;math;shortest paths;sortings;strings
user8053,1D DP;Bitmask Enumeration;Prefix Sum;bitmasks;combinatorics;constructive algorithms;divide and conquer;dp;dsu;flows;games;graphs;implementation;interactive;math;probabilities;shortest paths;strings;ternary search;trees,20,probabilities;combinatorics;shortest paths;ternary search;games,Binary Search on Answer;Queue;Recursion;Simulation;Stack;brute force;data structures
user8054,Binary Lifting;Binary Search on Answer;Bipartite Graph Check;Cycle Detection;Lowest Common Ancestor;Strongly Connected Components;Suffix Automaton;Tree DFS;Tree Diameter;graph matchings;number theory;shortest paths;string suffix structures,13,string suffix structures;Binary Lifting;Bipartite Graph Check;Tree Diameter;Suffix Automaton,BFS;Binary Search on Array;DFS;Sparse Table;String Matching;Z Algorithm;binary search;graphs;math;sortings;strings
user8061,Expected Value;GCD;Line Intersection;chinese remainder theorem;geometry;probabilities,6,geometry;Line Intersection;Expected Value;GCD;probabilities,Distance Between Points;Modular Arithmetic;Modular Inverse;Orientation Test;combinatorics
user8072,1D DP;2D DP;Bitmask DP;GCD;bitmasks;dp;graphs,7,Bitmask DP;2D DP;1D DP;graphs;GCD,Recursion;brute force;data structures;math
user8084,Bitmask Enumeration;Fast Exponentiation;Meet-in-the-middle;Tree DP;geometry,5,Bitmask Enumeration;geometry;Tree DP;Meet-in-the-middle;Fast Exponentiation,Tree DFS;brute force;dp;math
user8087,1D DP;2D DP;BFS;Binary Search on Array;Bitmask Enumeration;Meet-in-the-middle;Ordered Set;Sliding Window;Tree DP;divide and conquer;geometry;interactive;shortest paths;trees,14,geometry;interactive;trees;2D DP;1D DP,Graph Representation;Recursion;Simulation;Tree DFS;brute force;data structures;dp;graphs;math;sortings
user8089,Activity Selection;Binary Search on Array;Dijkstra;Expected Value;Fenwick Tree;Graph Representation;Segment Tree;Sliding Window;Stack;State Simulation;Tree DP;Two Pointers on Sorted Array;bitmasks;divide and conquer;probabilities;trees;two pointers,17,probabilities;divide and conquer;Expected Value;two pointers;Activity Selection,Priority Queue;Recursion;Tree DFS;brute force;combinatorics;data structures;dp;graphs;math;sortings
user8136,Bitmask Enumeration;Fenwick Tree;Hash Map;Interval DP;String Matching;Tree DFS;Tree DP;dsu;geometry;number theory;string suffix structures;trees,12,Fenwick Tree;Hash Map;Bitmask Enumeration;Interval DP;Tree DP,2D DP;DFS;Queue;Stack;binary search;data structures;dp;graphs;math;sortings;strings
user8141,Connected Components;Distance Between Points;Longest Common Subsequence;Prime Factorization;Prime Sieve;flows;games;graph matchings;graphs;interactive,10,Prime Factorization;graph matchings;flows;Prime Sieve;Distance Between Points,1D DP;BFS;DFS;Simulation;combinatorics;math;shortest paths
user8164,Bitmask Enumeration;GCD;Interval DP;Max Flow;Orientation Test;Topological Sort;divide and conquer;flows;geometry;hashing;matrices;shortest paths,12,Interval DP;Orientation Test;divide and conquer;hashing;geometry,1D DP;2D DP;Connected Components;DFS;Distance Between Points;Hash Map;Modular Arithmetic;Priority Queue;dp;graphs;math;strings
user8165,Longest Common Subsequence;Longest Increasing Subsequence;Permutations;combinatorics;matrices;trees,6,Longest Increasing Subsequence;combinatorics;Longest Common Subsequence;Permutations;matrices,1D DP;Modular Arithmetic;data structures;graphs;math
user8172,Binary Lifting;DFS;Modular Arithmetic;Prime Sieve;Tree DFS;graphs;trees,7,Prime Sieve;Modular Arithmetic;graphs;DFS;Binary Lifting,GCD;Graph Representation;Sparse Table;data structures;math
user8182,2D DP;Binary Search on Answer;Binary Search on Array;Bitmask DP;Fenwick Tree;Graph Representation;State Simulation;Tree DFS;Tree DP;dp;games;interactive;probabilities;shortest paths;two pointers,15,Tree DP;interactive;Graph Representation;Bitmask DP;2D DP,1D DP;DFS;Recursion;Simulation;bitmasks;brute force;combinatorics;data structures;graphs;math;sortings
user8194,,0,graphs;dp;1D DP;constructive algorithms;combinatorics,
user8205,DP on DAG;Divisors;Longest Increasing Subsequence;Ordered Set;String Matching;Tree DP;fft;flows;geometry;hashing;string suffix structures,11,DP on DAG;hashing;string suffix structures;Tree DP;String Matching,1D DP;GCD;Hash Map;Prime Factorization;Topological Sort;Tree DFS;binary search;data structures;dp;graphs;shortest paths;sortings;strings
user8216,2-sat;Segment Tree;divide and conquer;graphs;probabilities;trees,6,2-sat;Segment Tree;probabilities;trees;graphs,Recursion;Strongly Connected Components;combinatorics;data structures;dp
user8222,2-sat;Max Flow;flows;graph matchings;hashing;shortest paths,6,graph matchings;2-sat;shortest paths;Max Flow;hashing,Hash Map;Priority Queue;Strongly Connected Components;graphs;strings
user8223,Binary Lifting;Prime Sieve;divide and conquer;geometry,4,divide and conquer;Binary Lifting;geometry;Prime Sieve;Fenwick Tree,Sparse Table;Tree DFS;dp;graphs;math
user8238,2D DP;Monotonic Stack;graphs;shortest paths,4,shortest paths;Monotonic Stack;2D DP;graphs;Knapsack,1D DP;Stack
user8247,Strongly Connected Components;Topological Sort,2,Strongly Connected Components;Topological Sort;graph matchings;Max Flow;flows,BFS;Connected Components;DFS
user8258,1D DP;Hash Map;geometry,3,geometry;Hash Map;1D DP;graph matchings;Max Flow,Recursion;data structures
user8259,geometry,1,geometry;flows;Binary Lifting;graphs;Ordered Set,
user8264,1D DP;Hash Map;Sliding Window;divide and conquer;hashing,5,hashing;divide and conquer;1D DP;Sliding Window;Hash Map,Recursion;data structures;dp;graphs;sortings;strings
user8269,BFS;geometry;graph matchings;interactive;shortest paths,5,geometry;graph matchings;shortest paths;BFS;interactive,Graph Representation;Simulation;graphs
user8272,Max Flow;Tree DP;Tree Diameter;geometry;graph matchings;interactive,6,graph matchings;geometry;Max Flow;interactive;Tree DP,Priority Queue;Simulation;Tree DFS;dp;graphs
user8273,Binary Lifting;Topological Sort;geometry,3,Binary Lifting;geometry;Topological Sort;Difference Array;trees,Connected Components;DFS;Sparse Table;Tree DFS
user8275,Longest Common Subsequence;geometry,2,geometry;Longest Common Subsequence;hashing;Prime Sieve;Distance Between Points,1D DP
user8277,Connected Components;Max Flow;Multiset;flows;graph matchings,5,graph matchings;Connected Components;Max Flow;Multiset;flows,BFS;DFS;Hash Map;Priority Queue;data structures;graphs;shortest paths
user8282,Knapsack;geometry,2,geometry;Knapsack;flows;Expected Value;2D DP,2D DP
user829,Activity Selection;Binary Search on Array;Digit DP;Expected Value;Graph Representation;Knapsack;Longest Common Subsequence;Segment Tree;data structures;divide and conquer;games;number theory;probabilities;strings;ternary search;two pointers,16,Expected Value;probabilities;Segment Tree;Knapsack;number theory,1D DP;2D DP;Binary Search on Answer;Recursion;combinatorics;dp;graphs;math;sortings
user8295,1D DP;Binary Lifting;Convex Hull;Fast Exponentiation;Max Flow;Prefix Sum;Sliding Window;Tree DFS;Tree DP;binary search;constructive algorithms;data structures;dp;geometry;graphs;interactive;matrices;trees;two pointers,19,binary search;Convex Hull;matrices;Tree DP;two pointers,DFS;Distance Between Points;Modular Arithmetic;Orientation Test;Priority Queue;Recursion;Simulation;Sparse Table;Stack;brute force;implementation;math;sortings
user8299,2-sat;2D DP;Binary Search on Array;Bitmask Enumeration;Fenwick Tree;Strongly Connected Components;chinese remainder theorem;games;geometry;interactive,10,chinese remainder theorem;Fenwick Tree;2D DP;interactive;2-sat,1D DP;BFS;Modular Arithmetic;Modular Inverse;Simulation;combinatorics;data structures;math;sortings
user830,Convex Hull;binary search;data structures;flows;graph matchings;trees;two pointers,7,two pointers;data structures;Convex Hull;flows;graph matchings,Distance Between Points;Orientation Test;graphs;shortest paths;sortings
user8300,BFS;Connected Components;Fenwick Tree;binary search;brute force;data structures;dsu;graphs;hashing;probabilities;shortest paths;string suffix structures;strings;two pointers,14,hashing;string suffix structures;BFS;binary search;strings,DFS;Graph Representation;Hash Map;Queue;Stack;combinatorics;implementation;math;sortings
user8313,2D DP;Max Flow;Tree DP;divide and conquer;flows,5,Max Flow;flows;2D DP;divide and conquer;Tree DP,1D DP;Priority Queue;Tree DFS;dp;graphs;shortest paths
user8322,Binary Search on Array,1,Binary Search on Array;flows;2-sat;dsu;Strongly Connected Components,sortings
user8328,BFS;Brute Force Enumeration;Dijkstra;Graph Representation;Hash Map;Priority Queue;Tree DP;bitmasks;data structures;divide and conquer;graphs;hashing;number theory;shortest paths;trees;two pointers,16,Graph Representation;BFS;shortest paths;bitmasks;trees,Queue;Stack;Tree DFS;brute force;dp;math;strings
user8329,Bitmask Enumeration;Combinations;DP on DAG;Fast Exponentiation;Hash Map;Max Flow;String Matching;Strongly Connected Components;Tree DFS;Tree DP;combinatorics;data structures;dsu;flows;geometry;graph matchings;graphs;hashing;interactive;string suffix structures;strings;two pointers,22,flows;Bitmask Enumeration;two pointers;graphs;DP on DAG,BFS;DFS;Priority Queue;Queue;Simulation;Stack;Topological Sort;binary search;dp;math;shortest paths;sortings
user8334,2-sat;Permutations;Strongly Connected Components;Trie;divide and conquer;flows;geometry;hashing,8,geometry;2-sat;Strongly Connected Components;flows;Permutations,BFS;Hash Map;String Matching;dp;graphs;math;shortest paths;strings
user8362,Bitmask DP;Distance Between Points;Inclusion-Exclusion;Max Flow;Orientation Test;Polygon Area;Tree DP;graph matchings,8,Tree DP;Orientation Test;Bitmask DP;Polygon Area;graph matchings,1D DP;Combinations;Permutations;Priority Queue;Tree DFS;bitmasks;dp;graphs;math
user8373,Graph Representation;Permutations;Simulation;binary search;data structures;divide and conquer;dsu;geometry;graphs;hashing;shortest paths;sortings;two pointers,13,shortest paths;Graph Representation;divide and conquer;graphs;Permutations,Hash Map;Queue;Stack;dp;math;strings
user8377,1D DP;BFS;Binary Search on Answer;Binary Search on Array;Connected Components;Coordinate Compression;Custom Comparator Sorting;Cycle Detection;DFS;Line Intersection;Meet-in-the-middle;Segment Tree;Stack;Tree DFS;Tree Diameter;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;flows;games;geometry;graph matchings;graphs;interactive;number theory;shortest paths;trees,33,geometry;Line Intersection;divide and conquer;Two Pointers on Sorted Array;Cycle Detection,Distance Between Points;Graph Representation;Orientation Test;Queue;Recursion;Simulation;combinatorics;implementation;math;sortings
user838,DP on DAG;Modular Combinations;Priority Queue;Topological Sort;graphs;trees,6,Priority Queue;Modular Combinations;DP on DAG;Topological Sort;graphs,Combinations;Connected Components;DFS;Modular Arithmetic;Modular Inverse;Queue;Stack;data structures;dp
user839,Brute Force Enumeration;Difference Array;Ordered Set;bitmasks;brute force;data structures;divide and conquer;hashing;math;number theory;strings,11,bitmasks;Difference Array;Ordered Set;number theory;brute force,Hash Map;Stack;dp;graphs;implementation
user8402,Knapsack;divide and conquer;dp,3,divide and conquer;dp;Knapsack;trees;Tree DP,2D DP;Recursion;brute force;data structures;graphs
