student_id,weak_kcs,n_weak,weakest_5,related_kcs
user6333,Binary Lifting;DFS;Max Flow;Priority Queue;Sparse Table;Suffix Automaton;flows,7,Max Flow;flows;Binary Lifting;Sparse Table;Priority Queue,Graph Representation;Queue;Stack;String Matching;Tree DFS;Z Algorithm;data structures;graphs;shortest paths
user6334,Suffix Automaton;string suffix structures,2,Suffix Automaton;string suffix structures;geometry;graph matchings;Max Flow,String Matching;Z Algorithm;binary search;sortings;strings
user6336,dsu;geometry,2,geometry;dsu;Distance Between Points;Max Flow;graph matchings,Queue;Stack
user634,Bitmask Enumeration;bitmasks;shortest paths,3,Bitmask Enumeration;shortest paths;bitmasks;dsu;graphs,brute force;graphs;math
user6350,DP on DAG;Priority Queue;Topological Sort;flows;geometry;graph matchings;hashing,7,geometry;graph matchings;Topological Sort;flows;DP on DAG,Connected Components;DFS;Hash Map;Queue;Stack;dp;graphs;shortest paths;strings
user6363,Dijkstra;Interval DP;Max Flow;Min Cut;Priority Queue;String Matching;flows;geometry;graph matchings;hashing;string suffix structures;two pointers,12,Min Cut;geometry;Max Flow;graph matchings;Dijkstra,2D DP;Graph Representation;Hash Map;Queue;Stack;binary search;data structures;graphs;shortest paths;sortings;strings
user6374,Bipartite Graph Check;Tree DFS;games;geometry;trees,5,geometry;Bipartite Graph Check;games;trees;Tree DFS,BFS;DFS;combinatorics;data structures;graphs;math
user6375,DP on DAG;Fenwick Tree;geometry;string suffix structures,4,geometry;string suffix structures;Fenwick Tree;DP on DAG;flows,Topological Sort;binary search;data structures;dp;sortings;strings
user6376,Dijkstra;Max Flow;flows;geometry,4,geometry;Max Flow;flows;Dijkstra;Polygon Area,Graph Representation;Priority Queue;graphs;shortest paths
user6391,Dijkstra;Distance Between Points;Hash Map;Max Flow;flows;geometry;string suffix structures;ternary search,8,Distance Between Points;geometry;Max Flow;string suffix structures;Dijkstra,Binary Search on Answer;Graph Representation;Priority Queue;binary search;data structures;graphs;math;shortest paths;sortings;strings
user6392,Brute Force Enumeration;DFS;Dijkstra;Max Flow;divide and conquer;flows;geometry;graphs;shortest paths,9,Brute Force Enumeration;Max Flow;flows;geometry;shortest paths,Graph Representation;Priority Queue;data structures;dp
user6396,2-sat;Bipartite Graph Check;Bitmask DP;Connected Components;Convex Hull;Cycle Detection;Dijkstra;Hash Map;Max Flow;Tree DFS;flows;geometry;graph matchings;shortest paths;trees,15,graph matchings;Max Flow;geometry;flows;Cycle Detection,1D DP;BFS;DFS;Distance Between Points;Graph Representation;Orientation Test;Priority Queue;Strongly Connected Components;bitmasks;data structures;graphs;sortings
user6401,Strongly Connected Components;Topological Sort;divide and conquer;graphs,4,Topological Sort;Strongly Connected Components;divide and conquer;graphs;dsu,BFS;Connected Components;DFS;dp
user6402,,0,geometry;Distance Between Points;Interval DP;dsu;two pointers,
user6403,Coordinate Compression;Fenwick Tree;Hash Map;Ordered Set;Tree DFS;Tree DP;divide and conquer;flows;geometry,9,geometry;Hash Map;Fenwick Tree;flows;Coordinate Compression,DFS;data structures;dp;graphs;shortest paths;sortings
user6421,1D DP;Backtracking;Bipartite Graph Check;Dijkstra;Distance Between Points;Tree DFS;binary search;divide and conquer;dp;flows;graphs;hashing;shortest paths;trees;two pointers,15,shortest paths;trees;hashing;graphs;dp,BFS;DFS;Graph Representation;Hash Map;Priority Queue;Recursion;brute force;data structures;math;sortings;strings
user6422,Activity Selection;Binary Search on Answer;DFS;Dijkstra;Max Flow;Prime Sieve;Stack;State Simulation;Tree DFS;flows;games;geometry;graphs,13,Max Flow;flows;geometry;Prime Sieve;Stack,Binary Search on Array;Graph Representation;Priority Queue;Recursion;combinatorics;math;shortest paths;sortings
user6425,Binary Search on Array;DP on DAG;Topological Sort;flows;graphs,5,Topological Sort;DP on DAG;flows;Binary Search on Array;graphs,Connected Components;DFS;dp;shortest paths;sortings
user6433,graphs;shortest paths,2,shortest paths;graphs;dsu;trees;BFS,
user6441,Hash Map;Interval DP;Ordered Set;Tree DFS;Tree DP;flows;geometry;graph matchings;trees,9,geometry;Ordered Set;Tree DFS;graph matchings;Tree DP,2D DP;DFS;data structures;dp;graphs;shortest paths
user6457,Dijkstra;Graph Representation;Hash Map;Tree DFS;divide and conquer;flows;geometry;graphs;sortings;trees;two pointers,11,geometry;Dijkstra;two pointers;flows;Hash Map,DFS;Priority Queue;data structures;dp;shortest paths
user6463,Binary Search on Answer;Trie;binary search;geometry;string suffix structures,5,geometry;string suffix structures;binary search;Trie;Binary Search on Answer,Binary Search on Array;String Matching;sortings;strings
user6464,Bipartite Graph Check;Dijkstra;Distance Between Points;Interval DP;Max Flow;fft;flows;geometry;graph matchings,9,Distance Between Points;geometry;graph matchings;Max Flow;Dijkstra,2D DP;BFS;DFS;Graph Representation;Priority Queue;dp;graphs;math;shortest paths
user647,,0,shortest paths;2D DP;graphs;Modular Combinations;Longest Increasing Subsequence,
user6470,,0,Shortest Path in DAG;Dijkstra;DFS;dsu;2D DP,
user6474,1D DP;Binary Search on Array;Prime Sieve;binary search;dp;geometry;number theory;shortest paths,8,geometry;Prime Sieve;Binary Search on Array;1D DP;number theory,Recursion;brute force;data structures;graphs;math;sortings
user6484,Connected Components;DFS;Digit DP;Max Flow;Monotonic Stack;Stack;dsu;flows;geometry,9,geometry;Stack;Max Flow;dsu;flows,1D DP;BFS;Graph Representation;Priority Queue;Queue;graphs;shortest paths
user6504,Max Flow;Orientation Test;Priority Queue;flows;geometry;hashing;shortest paths;string suffix structures;trees;two pointers,10,Orientation Test;Max Flow;geometry;flows;shortest paths,Distance Between Points;Hash Map;Queue;Stack;binary search;data structures;graphs;sortings;strings
user6509,Binary Search on Array;binary search;sortings;two pointers,4,Binary Search on Array;sortings;binary search;two pointers;graphs,data structures
user6512,Combinations;DP on DAG;Max Flow;Modular Combinations;Tree DP;combinatorics;flows;geometry;graph matchings;graphs;shortest paths;trees,12,Max Flow;graph matchings;flows;Tree DP;geometry,Modular Arithmetic;Modular Inverse;Priority Queue;Topological Sort;Tree DFS;data structures;dp;math
user6518,Bipartite Graph Check;Distance Between Points;Graph Representation;Hash Map;Shortest Path in DAG;Tree DP;dsu;flows;geometry;graphs,10,geometry;Tree DP;Shortest Path in DAG;Hash Map;Distance Between Points,BFS;DFS;Queue;Stack;Topological Sort;Tree DFS;data structures;dp;math;shortest paths
user6521,Ordered Set;Tree DP;dsu,3,Ordered Set;Tree DP;dsu;geometry;Priority Queue,Queue;Stack;Tree DFS;data structures;dp
user6537,,0,trees;graphs;hashing;divide and conquer;strings,
user6556,Dijkstra;Stack;Tree DFS;flows;geometry;shortest paths,6,Dijkstra;geometry;flows;Stack;Tree DFS,DFS;Graph Representation;Priority Queue;graphs
user6557,,0,Dijkstra;shortest paths;Connected Components;DP on DAG;graphs,
user6568,BFS;Distance Between Points;Tree DFS;dsu;geometry;graphs;trees;two pointers,8,geometry;graphs;trees;Distance Between Points;Tree DFS,DFS;Graph Representation;Queue;Stack;data structures;math
user6569,Bipartite Graph Check;Dijkstra;Distance Between Points;Hash Map;Interval DP;Max Flow;Tree Diameter;fft;flows;geometry;shortest paths,11,Distance Between Points;Dijkstra;geometry;Bipartite Graph Check;flows,2D DP;BFS;DFS;Graph Representation;Priority Queue;Tree DFS;data structures;dp;graphs;math
user6571,DFS;Distance Between Points;Max Flow;Orientation Test;Tree DP;flows;geometry;graph matchings,8,Distance Between Points;Orientation Test;geometry;Max Flow;graph matchings,Graph Representation;Priority Queue;Tree DFS;dp;graphs;math;shortest paths
user6575,2D DP;DFS;String Matching;Tree DFS;geometry;graph matchings;hashing;string suffix structures,8,hashing;geometry;string suffix structures;graph matchings;DFS,1D DP;Graph Representation;Hash Map;binary search;data structures;sortings;strings
user6577,BFS;Connected Components;Coordinate Compression;Distance Between Points;Priority Queue;Shortest Path in DAG;flows;geometry;graph matchings;shortest paths;string suffix structures,11,graph matchings;geometry;Shortest Path in DAG;flows;Distance Between Points,DFS;Graph Representation;Queue;Stack;Topological Sort;binary search;graphs;math;sortings;strings
user6597,DP on DAG;Ordered Set;Segment Tree;Topological Sort;Tree DFS;Tree DP;flows;geometry;graph matchings;graphs;hashing;string suffix structures;trees;two pointers,14,geometry;Topological Sort;DP on DAG;flows;Tree DFS,Connected Components;DFS;Hash Map;Recursion;binary search;data structures;dp;shortest paths;sortings;strings
user6613,Connected Components;Dijkstra;Distance Between Points;Hash Map;Line Intersection;Orientation Test;Polygon Area;Priority Queue;flows;geometry;graph matchings;shortest paths,12,Polygon Area;Orientation Test;geometry;graph matchings;Distance Between Points,BFS;DFS;Graph Representation;Queue;Stack;data structures;graphs;math
user6621,Distance Between Points;Polygon Area;divide and conquer;geometry,4,divide and conquer;geometry;Distance Between Points;Polygon Area;bitmasks,dp;graphs;math
user6634,dsu;geometry,2,geometry;dsu;graph matchings;Dijkstra;flows,Queue;Stack
user6640,shortest paths,1,shortest paths;geometry;flows;BFS;Graph Representation,graphs
user6645,Distance Between Points;flows;geometry;graph matchings;shortest paths,5,graph matchings;geometry;Distance Between Points;flows;shortest paths,graphs;math
user6651,Max Flow;Permutations;flows;geometry;graph matchings,5,geometry;graph matchings;Max Flow;flows;Permutations,Priority Queue;graphs;math;shortest paths
user6658,Segment Tree;Tree DFS;divide and conquer;geometry;shortest paths,5,Segment Tree;geometry;Tree DFS;shortest paths;divide and conquer,DFS;Recursion;data structures;dp;graphs
user666,Binary Search on Array;Line Intersection;geometry;graph matchings;shortest paths,5,graph matchings;geometry;shortest paths;Line Intersection;Binary Search on Array,Distance Between Points;Orientation Test;graphs;sortings
user6661,Max Flow;flows;geometry;ternary search,4,Max Flow;flows;geometry;ternary search;graph matchings,Binary Search on Answer;Priority Queue;graphs;shortest paths
user6668,Bipartite Graph Check;Custom Comparator Sorting;Distance Between Points;Hash Map;Tree DFS;flows;geometry;graph matchings;graphs;shortest paths;trees,11,trees;Tree DFS;Distance Between Points;graph matchings;graphs,BFS;DFS;data structures;math;sortings
user6694,Bipartite Graph Check;Dijkstra;Max Flow;Ordered Set;dsu;flows;geometry;graph matchings,8,geometry;Dijkstra;Max Flow;Bipartite Graph Check;graph matchings,BFS;DFS;Graph Representation;Priority Queue;Queue;Stack;data structures;graphs;shortest paths
user6699,Connected Components;Hash Map;Priority Queue;flows;geometry;probabilities,6,geometry;Priority Queue;flows;probabilities;Hash Map,BFS;DFS;Queue;Stack;combinatorics;data structures;graphs;shortest paths
user6709,Distance Between Points;Segment Tree;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;geometry;graphs;greedy;implementation;shortest paths;sortings;string suffix structures;trees;two pointers,17,Segment Tree;data structures;dp;two pointers;brute force,Recursion;math;strings
user6712,Binary Search on Array;Segment Tree;Tree DP;binary search;divide and conquer;flows;geometry;graphs;shortest paths;two pointers,10,Segment Tree;Binary Search on Array;shortest paths;divide and conquer;geometry,Recursion;Tree DFS;data structures;dp;sortings
user6727,Dijkstra;Min Cut;flows;geometry;graph matchings,5,flows;geometry;Min Cut;Dijkstra;graph matchings,Graph Representation;Max Flow;Priority Queue;graphs;shortest paths
user6735,Suffix Automaton;geometry;hashing;string suffix structures;strings,5,string suffix structures;strings;Suffix Automaton;hashing;geometry,Hash Map;String Matching;Z Algorithm;binary search;data structures;sortings
user6738,Dijkstra;Max Flow;Orientation Test;flows;geometry;shortest paths,6,Orientation Test;geometry;Max Flow;flows;Dijkstra,Distance Between Points;Graph Representation;Priority Queue;graphs
user6749,Permutations;flows,2,flows;Permutations;geometry;dsu;Interval DP,graphs;math;shortest paths
user6754,Tree DP;shortest paths;string suffix structures,3,string suffix structures;shortest paths;Tree DP;graph matchings;flows,Tree DFS;binary search;dp;graphs;sortings;strings
user6755,Binary Search on Answer;Distance Between Points;Meet-in-the-middle;Tree DP;flows;geometry;shortest paths,7,flows;geometry;Meet-in-the-middle;Tree DP;Distance Between Points,Binary Search on Array;Tree DFS;brute force;dp;graphs;math
user6770,Connected Components;DFS;Priority Queue;Topological Sort;divide and conquer;flows;geometry;shortest paths,8,geometry;flows;Priority Queue;Topological Sort;shortest paths,BFS;Graph Representation;Queue;Stack;dp;graphs
user6791,Orientation Test;binary search;geometry,3,binary search;geometry;Orientation Test;graph matchings;Dijkstra,Distance Between Points;sortings
user6798,Bipartite Graph Check;DP on DAG;Distance Between Points;Priority Queue;Topological Sort;Tree DP;binary search;flows;geometry;graph matchings;graphs;trees,12,Distance Between Points;graph matchings;geometry;Bipartite Graph Check;Priority Queue,BFS;Connected Components;DFS;Queue;Stack;Tree DFS;data structures;dp;math;shortest paths;sortings
user6800,2-sat;Connected Components;DFS;Dijkstra;Distance Between Points;Priority Queue;flows;geometry,8,geometry;Dijkstra;Priority Queue;flows;DFS,BFS;Graph Representation;Queue;Stack;Strongly Connected Components;graphs;math;shortest paths
user6802,Bitmask Enumeration;Brute Force Enumeration;Fenwick Tree;Prime Sieve;Segment Tree;Strongly Connected Components;Tree DFS;Tree DP;binary search;bitmasks;data structures;divide and conquer;geometry;graphs;number theory;trees,16,geometry;Tree DP;Fenwick Tree;divide and conquer;Segment Tree,BFS;DFS;Recursion;brute force;dp;math;sortings
user6817,Dijkstra;Max Flow;Suffix Automaton;divide and conquer;flows;graph matchings;shortest paths;string suffix structures,8,graph matchings;Max Flow;flows;divide and conquer;shortest paths,Graph Representation;Priority Queue;String Matching;Z Algorithm;binary search;dp;graphs;sortings;strings
user6818,Distance Between Points;Knapsack;Priority Queue;Tree DP;flows;geometry;shortest paths,7,geometry;shortest paths;Distance Between Points;flows;Knapsack,2D DP;Queue;Stack;Tree DFS;dp;graphs;math
user682,divide and conquer;geometry,2,geometry;divide and conquer;Polygon Area;Distance Between Points;graph matchings,dp;graphs
user6822,2-sat;Max Flow;Ordered Set;Tree DP;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;geometry;graph matchings;graphs;probabilities;shortest paths;trees;two pointers,18,bitmasks;geometry;graphs;trees;brute force,Priority Queue;Recursion;Strongly Connected Components;Tree DFS;combinatorics;implementation;math
user6829,2-sat;Binary Lifting;Binary Search on Answer;Binary Search on Array;Bitmask DP;Max Flow;Strongly Connected Components;Topological Sort;Tree DFS;Tree DP;binary search;flows;geometry;graphs;shortest paths;trees,16,geometry;Max Flow;Bitmask DP;flows;Binary Lifting,1D DP;BFS;Connected Components;DFS;Priority Queue;Sparse Table;bitmasks;data structures;dp;sortings
user683,Binary Search on Array;Convex Hull;Dijkstra;Orientation Test;Priority Queue;geometry;shortest paths;string suffix structures,8,Orientation Test;string suffix structures;geometry;shortest paths;Convex Hull,Distance Between Points;Graph Representation;Queue;Stack;binary search;graphs;sortings;strings
user6837,Suffix Automaton;Tree DP;flows;geometry;graph matchings;hashing;string suffix structures,7,geometry;graph matchings;flows;string suffix structures;Tree DP,Hash Map;String Matching;Tree DFS;Z Algorithm;binary search;dp;graphs;shortest paths;sortings;strings
user6838,Distance Between Points;Orientation Test;fft;geometry,4,Distance Between Points;geometry;Orientation Test;fft;Max Flow,dp;math
user6849,GCD;geometry;number theory,3,geometry;GCD;number theory;Connected Components;DFS,math
user6856,Binary Search on Array;Max Flow;flows;geometry;shortest paths,5,geometry;Binary Search on Array;Max Flow;shortest paths;flows,Priority Queue;graphs;sortings
user687,Backtracking;DP on DAG;Hash Map;Polygon Area;Segment Tree;Topological Sort;Tree DFS;Tree DP;flows;geometry;graphs;hashing;shortest paths;trees,14,Polygon Area;Hash Map;Segment Tree;geometry;shortest paths,Connected Components;DFS;Distance Between Points;Recursion;data structures;dp;strings
user6874,Ordered Set;flows;trees,3,Ordered Set;flows;trees;geometry;Distance Between Points,data structures;graphs;shortest paths
user69,Dijkstra;Polygon Area;Segment Tree;geometry;shortest paths,5,Polygon Area;geometry;Dijkstra;shortest paths;Segment Tree,Distance Between Points;Graph Representation;Priority Queue;Recursion;data structures;graphs
user6904,Meet-in-the-middle;binary search;flows;geometry;graph matchings;hashing;shortest paths,7,graph matchings;geometry;hashing;shortest paths;flows,Hash Map;brute force;dp;graphs;sortings;strings
user6907,Coordinate Compression;Graph Representation;Meet-in-the-middle;dsu;graph matchings;graphs;shortest paths,7,graph matchings;shortest paths;Meet-in-the-middle;dsu;Coordinate Compression,Queue;Stack;brute force;dp;sortings
user6916,,0,Dijkstra;graphs;shortest paths;Interval DP;Graph Representation,
user6917,2D DP;Bitmask DP;Max Flow;Ordered Set;String Matching;Suffix Automaton;Tree DP;divide and conquer;flows;geometry;graph matchings;hashing;shortest paths;string suffix structures;strings,15,geometry;string suffix structures;hashing;Max Flow;Suffix Automaton,1D DP;Hash Map;Priority Queue;Tree DFS;Z Algorithm;binary search;bitmasks;data structures;dp;graphs;sortings
user6922,Binary Search on Array;Dijkstra;Hash Map;KMP;String Matching;data structures;graphs;shortest paths,8,shortest paths;Dijkstra;graphs;String Matching;KMP,Graph Representation;Prefix Function;Priority Queue;sortings
user6930,Brute Force Enumeration;String Matching;brute force;hashing;implementation;strings,6,implementation;strings;Brute Force Enumeration;brute force;hashing,Hash Map;data structures;math
user6931,Tree DP;trees,2,trees;Tree DP;dp;hashing;Greedy Sorting,Tree DFS;data structures;dp;graphs
user6937,Dijkstra;Graph Representation;flows;graph matchings;shortest paths,5,graph matchings;Dijkstra;shortest paths;flows;Graph Representation,Priority Queue;graphs
user6945,Distance Between Points;dsu;flows;geometry;graph matchings;shortest paths,6,Distance Between Points;graph matchings;geometry;flows;shortest paths,Queue;Stack;graphs;math
user6952,Binary Lifting;Fenwick Tree;Max Flow;Shortest Path in DAG;Suffix Array;Tree DFS;Tree DP;constructive algorithms;dp;flows;geometry;graphs;hashing;implementation;shortest paths;string suffix structures;trees,17,trees;constructive algorithms;graphs;Tree DFS;implementation,DFS;Hash Map;Priority Queue;Recursion;Sparse Table;String Matching;Topological Sort;binary search;brute force;data structures;sortings;strings
user6959,Convex Hull;Dijkstra;Priority Queue;flows;geometry;graph matchings,6,Convex Hull;geometry;graph matchings;Dijkstra;flows,Distance Between Points;Graph Representation;Orientation Test;Queue;Stack;graphs;shortest paths;sortings
user6962,geometry;shortest paths,2,geometry;shortest paths;Polygon Area;Distance Between Points;graph matchings,graphs
user6966,Bitmask Enumeration;Dijkstra;Shortest Path in DAG;flows;games;graph matchings;shortest paths,7,Shortest Path in DAG;flows;games;graph matchings;Dijkstra,Graph Representation;Priority Queue;Topological Sort;combinatorics;graphs;math
user6967,Connected Components;geometry;shortest paths,3,geometry;shortest paths;Connected Components;Distance Between Points;flows,BFS;DFS;graphs
user6981,Dijkstra;Priority Queue;flows;geometry;graph matchings;shortest paths,6,geometry;Dijkstra;graph matchings;shortest paths;flows,Graph Representation;Queue;Stack;graphs
user6983,Binary Search on Array;Bipartite Graph Check;Distance Between Points;Graph Representation;Hash Map;Max Flow;Orientation Test;Stack;Suffix Array;binary search;data structures;fft;flows;geometry;graph matchings;graphs;hashing;string suffix structures;strings,19,string suffix structures;Distance Between Points;fft;Suffix Array;graph matchings,BFS;DFS;Priority Queue;String Matching;dp;math;shortest paths;sortings
user6995,DFS;flows;geometry;graphs;shortest paths,5,geometry;shortest paths;flows;graphs;DFS,Graph Representation
user6998,Hash Map;Max Flow;flows;graph matchings,4,Max Flow;graph matchings;flows;Hash Map;geometry,Priority Queue;data structures;graphs;shortest paths
user7000,,0,graphs;Binary Search on Array;String Matching;binary search;sortings,
user7006,Coordinate Compression;Prime Sieve;geometry;graphs;probabilities;shortest paths;two pointers,7,geometry;shortest paths;graphs;two pointers;probabilities,combinatorics;data structures;math;sortings
user7032,Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;Tree DFS;Tree DP;binary search;bitmasks;divide and conquer;flows;geometry;graphs;greedy;number theory;shortest paths;sortings;trees;two pointers,17,sortings;binary search;Tree DP;bitmasks;trees,1D DP;DFS;brute force;data structures;dp;math
user7048,Dijkstra;Distance Between Points;Orientation Test;Priority Queue;Tree DP;geometry;graph matchings,7,Orientation Test;graph matchings;geometry;Distance Between Points;Dijkstra,Graph Representation;Queue;Stack;Tree DFS;dp;math
user7068,DFS;hashing;string suffix structures,3,string suffix structures;DFS;hashing;geometry;Dijkstra,Graph Representation;Hash Map;binary search;sortings;strings
user7072,Activity Selection;DP on DAG;Distance Between Points;Interval DP;Prime Factorization;Prime Sieve;Stack;Topological Sort;bitmasks;divide and conquer;flows;geometry;graph matchings;string suffix structures,14,divide and conquer;Topological Sort;DP on DAG;string suffix structures;graph matchings,2D DP;Connected Components;DFS;binary search;brute force;dp;graphs;math;shortest paths;sortings;strings
user7081,,0,Dijkstra;Priority Queue;BFS;dsu;Graph Representation,
user7085,Bitmask DP;DFS;Dijkstra;Max Flow;String Matching;Tree DFS;Tree DP;flows;geometry;hashing;shortest paths;string suffix structures;trees,13,geometry;Tree DP;Tree DFS;flows;Max Flow,1D DP;Graph Representation;Hash Map;Priority Queue;binary search;bitmasks;data structures;dp;graphs;sortings;strings
user7094,,0,shortest paths;DFS;BFS;dsu;2D DP,
user7096,,0,Priority Queue;Interval DP;dsu;Monotonic Stack;graph matchings,
user7098,BFS;Bitmask DP;Tree DP;geometry;shortest paths,5,Tree DP;shortest paths;geometry;Bitmask DP;BFS,1D DP;Graph Representation;Tree DFS;bitmasks;dp;graphs
user71,Dijkstra;Distance Between Points;Priority Queue;Stack;State Simulation;Suffix Automaton;geometry;hashing;shortest paths;string suffix structures,10,geometry;Distance Between Points;State Simulation;Stack;Priority Queue,Graph Representation;Hash Map;Queue;Recursion;String Matching;Z Algorithm;binary search;graphs;math;sortings;strings
user711,,0,string suffix structures;hashing;Suffix Automaton;Graph Representation;String Matching,
user7110,divide and conquer;dsu,2,dsu;divide and conquer;geometry;string suffix structures;Priority Queue,Queue;Stack;dp;graphs
user7124,Meet-in-the-middle;divide and conquer;geometry;shortest paths;trees,5,Meet-in-the-middle;geometry;divide and conquer;trees;shortest paths,brute force;data structures;dp;graphs
user7125,Bitmask Enumeration;Max Flow;flows;games;geometry;graph matchings,6,geometry;graph matchings;Max Flow;Bitmask Enumeration;flows,Priority Queue;combinatorics;graphs;math;shortest paths
user7134,Distance Between Points;Tree DFS;geometry;trees,4,geometry;Distance Between Points;Tree DFS;trees;dsu,DFS;data structures;graphs;math
user7141,1D DP;Dijkstra;Knapsack;Meet-in-the-middle;String Matching;Suffix Automaton;Tree DFS;Tree DP;dp;flows;geometry;graphs;hashing;shortest paths;string suffix structures;strings;trees,17,shortest paths;Dijkstra;Tree DP;string suffix structures;geometry,2D DP;DFS;Graph Representation;Hash Map;Priority Queue;Recursion;Z Algorithm;binary search;brute force;data structures;sortings
user7151,Max Flow;Meet-in-the-middle;binary search;flows;two pointers,5,flows;Max Flow;binary search;two pointers;Meet-in-the-middle,Priority Queue;brute force;data structures;dp;graphs;shortest paths;sortings
user7161,,0,2D DP;Ordered Set;dp;Difference Array;ternary search,
user7166,2-sat;BFS;Brute Force Enumeration;Dijkstra;Distance Between Points;Priority Queue;Shortest Path in DAG;Tree DP;data structures;flows;geometry;graph matchings;graphs;shortest paths;trees;two pointers,16,shortest paths;graphs;Brute Force Enumeration;flows;Tree DP,Graph Representation;Queue;Stack;Strongly Connected Components;Topological Sort;Tree DFS;dp;math
user7167,Dijkstra;Graph Representation;Suffix Array;Two Pointers on Sorted Array;binary search;divide and conquer;geometry;graphs;hashing;string suffix structures;two pointers,11,two pointers;Two Pointers on Sorted Array;string suffix structures;geometry;Dijkstra,Hash Map;Priority Queue;String Matching;data structures;dp;sortings;strings
user7174,geometry;number theory;shortest paths,3,geometry;shortest paths;number theory;Distance Between Points;Combinations,graphs;math
user7184,,0,Polygon Area;geometry;interactive;shortest paths;Difference Array,
user7189,Bipartite Graph Check;Tree DFS;divide and conquer;geometry;graph matchings;graphs;shortest paths;string suffix structures,8,graph matchings;geometry;string suffix structures;divide and conquer;shortest paths,BFS;DFS;binary search;dp;sortings;strings
user7201,DP on DAG;Meet-in-the-middle;Polygon Area;divide and conquer;flows;geometry;shortest paths;two pointers,8,Polygon Area;divide and conquer;geometry;flows;two pointers,Distance Between Points;Topological Sort;brute force;data structures;dp;graphs
user7206,Bitmask Enumeration;Distance Between Points;Graph Representation;Max Flow;flows;geometry;graphs;shortest paths;string suffix structures,9,flows;Max Flow;graphs;geometry;Distance Between Points,Priority Queue;binary search;math;sortings;strings
user7216,,0,Monotonic Stack;Tree DFS;constructive algorithms;Simulation;hashing,
user7221,Distance Between Points;geometry;shortest paths,3,geometry;Distance Between Points;shortest paths;Polygon Area;Topological Sort,graphs;math
user7223,Connected Components;DFS;Interval DP;Line Intersection;Priority Queue;Tree DFS;geometry;shortest paths,8,Line Intersection;geometry;Priority Queue;DFS;Connected Components,2D DP;BFS;Distance Between Points;Graph Representation;Orientation Test;Queue;Stack;graphs
user7229,Segment Tree;data structures,2,Segment Tree;data structures;Monotonic Stack;divide and conquer;Binary Search on Answer,Recursion
user7242,Binary Lifting;Connected Components;DFS;Dijkstra;Max Flow;Polygon Area;Suffix Array;Topological Sort;Tree DP;binary search;flows;geometry;graph matchings;graphs;hashing;shortest paths;string suffix structures;trees,18,Polygon Area;geometry;flows;Max Flow;string suffix structures,BFS;Distance Between Points;Graph Representation;Hash Map;Priority Queue;Sparse Table;String Matching;Tree DFS;data structures;dp;sortings;strings
user7247,Orientation Test;Topological Sort;geometry;graph matchings;shortest paths,5,Orientation Test;geometry;graph matchings;shortest paths;Topological Sort,Connected Components;DFS;Distance Between Points;graphs
user7257,2D DP;Binary Search on Answer;Bipartite Graph Check;Dijkstra;Distance Between Points;Knapsack;Line Intersection;Max Flow;Stack;Tree DFS;Tree DP;flows;geometry;graph matchings;hashing;string suffix structures,16,Line Intersection;Distance Between Points;string suffix structures;geometry;Stack,1D DP;BFS;Binary Search on Array;DFS;Graph Representation;Hash Map;Orientation Test;Priority Queue;binary search;dp;graphs;math;shortest paths;sortings;strings
user726,Polygon Area;geometry,2,geometry;Polygon Area;graph matchings;flows;DFS,Distance Between Points
user7268,Binary Search on Array;DFS;Max Flow;divide and conquer;flows;geometry;graph matchings,7,geometry;flows;Max Flow;divide and conquer;graph matchings,Graph Representation;Priority Queue;dp;graphs;shortest paths;sortings
user7270,Binary Search on Array;binary search;greedy;sortings;two pointers,5,sortings;Binary Search on Array;binary search;two pointers;greedy,brute force;data structures
user7274,flows;geometry,2,geometry;flows;Distance Between Points;graph matchings;Dijkstra,graphs;shortest paths
user7280,Fenwick Tree;data structures;flows;geometry;graphs;interactive;shortest paths;trees,8,shortest paths;Fenwick Tree;geometry;flows;trees,Simulation;sortings
user7284,Bitmask Enumeration;Brute Force Enumeration;DP on DAG;binary search;brute force;combinatorics;data structures;dp;flows;geometry;graph matchings;graphs;greedy;implementation;math;probabilities;shortest paths;sortings;two pointers,19,binary search;shortest paths;two pointers;probabilities;graph matchings,Recursion;Topological Sort
user7288,BFS;Binary Lifting;Binary Search on Array;DFS;Hash Map;Max Flow;binary search;data structures;divide and conquer;flows;geometry;graphs;shortest paths;trees;two pointers,15,geometry;shortest paths;divide and conquer;flows;Max Flow,Graph Representation;Priority Queue;Sparse Table;Tree DFS;dp;sortings
user7295,Priority Queue;graph matchings,2,graph matchings;Priority Queue;geometry;Dijkstra;flows,Queue;Stack
user7312,Coordinate Compression;Tree DP;geometry;probabilities,4,geometry;probabilities;Tree DP;Coordinate Compression;Convex Hull,Tree DFS;combinatorics;dp;sortings
user7321,Connected Components;Convex Hull;Custom Comparator Sorting;Dijkstra;Line Intersection;Max Flow;Polygon Area;flows;geometry;graph matchings;shortest paths;string suffix structures,12,graph matchings;Line Intersection;Polygon Area;geometry;Convex Hull,BFS;DFS;Distance Between Points;Graph Representation;Orientation Test;Priority Queue;binary search;graphs;sortings;strings
