problem_idx,problem_id,b_i,rating,kc_names
2403,474-C,-0.33333333,2000,brute force;geometry
2404,222-B,-1.88888889,1300,data structures;implementation;Simulation
2405,572-B,-1.88888889,1300,data structures;greedy;implementation;sortings;Ordered Set
2406,1271-A,-3.00000000,800,brute force;greedy;math;Brute Force Enumeration
2407,37-E,1.00000000,2600,graphs;greedy;shortest paths;BFS
2408,734-B,-3.00000000,800,brute force;greedy;implementation;math;Greedy Sorting
2409,1146-B,-2.33333333,1100,implementation;strings
2410,645-D,-0.77777778,1800,binary search;dp;graphs;Topological Sort
2411,846-C,-0.77777778,1800,brute force;data structures;dp
2412,353-D,-0.33333333,2000,constructive algorithms;dp;1D DP
2413,1922-F,0.77777778,2500,dp;graph matchings;Interval DP
2414,958-B1,-2.55555556,1000,implementation
2415,1027-G,1.00000000,2600,bitmasks;math;number theory;Fast Exponentiation;GCD
2416,1045-C,0.33333333,2300,graphs;trees
2417,1407-E,0.77777778,2500,constructive algorithms;dp;graphs;greedy;shortest paths;1D DP;BFS
2418,1109-F,2.33333333,3200,data structures;trees;Segment Tree
2419,981-A,-2.77777778,900,brute force;implementation;strings;Palindrome Detection
2420,586-A,-2.77777778,900,implementation;Simulation
2421,12-B,-2.33333333,1100,implementation;sortings
2422,876-A,-2.77777778,900,math;Modular Arithmetic
2423,120-A,-2.55555556,1000,brute force;implementation;math;Brute Force Enumeration
2424,120-B,-2.33333333,1100,implementation
2425,535-E,1.00000000,2600,geometry;math
2426,55-A,-2.11111111,1200,implementation;math
2427,980-E,0.11111111,2200,data structures;greedy;trees;Binary Lifting;Greedy Sorting
2428,1105-E,0.11111111,2200,bitmasks;brute force;dp;Meet-in-the-middle;Bitmask DP
2429,1088-D,-0.33333333,2000,bitmasks;constructive algorithms;implementation;interactive;Bitmask Enumeration
2430,382-D,0.11111111,2200,graphs;implementation;trees;DFS
2431,846-D,-0.55555556,1900,binary search;data structures
2432,1217-B,-1.22222222,1600,greedy;math
2433,979-C,-1.22222222,1600,graphs;trees;Tree DFS
2434,603-A,-1.22222222,1600,dp;greedy;math;Greedy Sorting
2435,959-B,-2.11111111,1200,dsu;greedy;implementation
2436,979-B,-0.77777778,1800,greedy;Greedy Sorting
2437,1084-A,-2.55555556,1000,brute force;implementation;Brute Force Enumeration
2438,825-D,-1.44444444,1500,binary search;greedy;implementation;Binary Search on Answer;Greedy Sorting
2439,255-D,-0.77777778,1800,binary search;implementation;math;Binary Search on Answer
2440,54-C,-0.33333333,2000,dp;math;probabilities;Expected Value
2441,853-A,-1.44444444,1500,greedy
2442,182-E,-0.77777778,1800,dp;2D DP
2443,903-F,0.11111111,2200,bitmasks;dp;Bitmask DP;Bitmask Enumeration
2444,954-G,-0.33333333,2000,binary search;data structures;greedy;two pointers
2445,300-D,0.33333333,2300,dp;fft;1D DP
2446,268-D,0.33333333,2300,dp;1D DP
2447,223-C,-0.55555556,1900,combinatorics;math;number theory;Modular Arithmetic
2448,300-E,0.33333333,2300,binary search;math;number theory;Binary Search on Answer;Prime Factorization
2449,593-D,0.55555556,2400,data structures;graphs;math;trees;Lowest Common Ancestor;Segment Tree
2450,916-D,0.11111111,2200,data structures;interactive;trees;Segment Tree;Tree DFS
2451,671-C,1.44444444,2800,data structures;number theory;Divisors;Segment Tree
2452,1007-D,2.33333333,3200,2-sat;data structures;trees
2453,1815-F,3.00000000,3500,constructive algorithms;graphs;math;Graph Representation
2454,254-D,0.33333333,2300,brute force;graphs;implementation;shortest paths;BFS
2455,1469-F,1.00000000,2600,binary search;data structures;greedy;BFS;Binary Search on Answer
2456,1494-D,0.33333333,2300,constructive algorithms;data structures;divide and conquer;dsu;graphs;greedy;sortings;trees;Simulation;Stack
2457,1511-E,-0.11111111,2100,combinatorics;dp;greedy;math;1D DP;Combinations
2458,1455-F,1.44444444,2800,dp;greedy;1D DP
2459,275-B,-1.00000000,1700,constructive algorithms;implementation
2460,553-B,-0.55555556,1900,binary search;combinatorics;constructive algorithms;greedy;implementation;math;Combinations
2461,1470-B,-0.55555556,1900,bitmasks;graphs;hashing;math;number theory;Bitmask Enumeration;Graph Representation
2462,985-B,-2.11111111,1200,implementation
2463,1017-B,-2.11111111,1200,implementation;math
2464,1406-E,1.00000000,2600,interactive;math;number theory;Prime Factorization;Prime Sieve
2465,937-C,-1.00000000,1700,math;Modular Arithmetic
2466,937-D,-0.11111111,2100,games;graphs;Cycle Detection;DFS
2467,825-C,-1.22222222,1600,greedy;implementation;Greedy Sorting
2468,853-B,-0.77777778,1800,greedy;sortings;two pointers;Greedy Sorting
2469,846-E,0.33333333,2300,graphs;greedy;trees;Tree DFS
2470,1251-E1,0.33333333,2300,data structures;dp;greedy;Segment Tree
2471,1251-E2,0.55555556,2400,binary search;data structures;greedy;Binary Search on Answer
2472,1217-E,0.33333333,2300,data structures;greedy;implementation;math;Segment Tree
2473,856-A,-1.22222222,1600,brute force;constructive algorithms;Brute Force Enumeration
2474,856-B,0.33333333,2300,dp;hashing;strings;trees;1D DP;Trie
2475,856-C,0.55555556,2400,combinatorics;dp;math;Modular Arithmetic;Modular Combinations
2476,1036-E,0.55555556,2400,fft;geometry;number theory;GCD
2477,995-D,0.77777778,2500,math;Modular Arithmetic
2478,1835-D,1.66666667,2900,graphs;math;number theory;GCD;Strongly Connected Components
2479,12-C,-2.33333333,1100,greedy;implementation;sortings;Custom Comparator Sorting
2480,922-D,-0.77777778,1800,greedy;sortings;Greedy Sorting
2481,1153-A,-2.55555556,1000,brute force;math;Brute Force Enumeration
2482,1172-F,2.55555556,3300,data structures;Segment Tree
2483,1044-B,-0.55555556,1900,graphs;interactive;trees;Tree DFS
2484,1032-D,-0.55555556,1900,geometry;implementation;Line Intersection
2485,852-B,-0.33333333,2000,dp;matrices;1D DP;Fast Exponentiation
2486,954-F,-0.11111111,2100,dp;matrices;sortings;1D DP;Fast Exponentiation
2487,1061-A,-3.00000000,800,greedy;implementation;math
2488,959-D,-0.55555556,1900,constructive algorithms;greedy;math;number theory;Greedy Sorting;Prime Sieve
2489,1279-F,1.44444444,2800,binary search;dp;Binary Search on Answer
2490,413-E,0.11111111,2200,data structures;divide and conquer
2491,757-C,-0.55555556,1900,data structures;hashing;sortings;strings;Custom Comparator Sorting;Modular Arithmetic
2492,1153-B,-2.11111111,1200,constructive algorithms;greedy
2493,223-B,-0.55555556,1900,data structures;dp;strings;1D DP
2494,366-A,-2.33333333,1100,implementation
2495,1994-H,3.00000000,3500,combinatorics;constructive algorithms;games;greedy;hashing;interactive;math;number theory;strings
2496,505-D,0.11111111,2200,graphs;Topological Sort
2497,1166-E,-0.11111111,2100,bitmasks;brute force;constructive algorithms;math;number theory;Brute Force Enumeration
2498,820-B,-1.88888889,1300,constructive algorithms;geometry;math
2499,1240-F,2.11111111,3100,graphs;DFS
2500,119-D,0.77777778,2500,hashing;strings;String Matching
2501,311-C,0.77777778,2500,brute force;data structures;graphs;shortest paths;GCD
2502,346-D,1.00000000,2600,dp;graphs;shortest paths;Dijkstra
2503,111-D,0.33333333,2300,combinatorics;dp;2D DP
2504,1913-F,1.44444444,2800,binary search;data structures;hashing;string suffix structures;strings
2505,1271-F,1.22222222,2700,brute force;Brute Force Enumeration
2506,121-D,0.77777778,2500,binary search;implementation;two pointers;Two Pointers on Sorted Array
2507,480-D,1.00000000,2600,dp;graphs;1D DP
2508,1088-F,1.44444444,2800,data structures;trees
2509,504-E,1.88888889,3000,binary search;graphs;hashing;string suffix structures;trees;Binary Lifting;Suffix Array
2510,363-E,0.77777778,2500,brute force;data structures;implementation;Prefix Sum
2511,382-E,1.00000000,2600,combinatorics;dp;Tree DP
2512,1186-E,0.77777778,2500,divide and conquer;implementation;math
2513,494-D,1.22222222,2700,data structures;dp;graphs;trees;Tree DFS
2514,461-D,1.44444444,2800,dsu;math
2515,173-E,1.00000000,2600,data structures;sortings;Custom Comparator Sorting;Fenwick Tree
2516,1969-F,1.88888889,3000,dp;greedy;hashing;implementation;1D DP;State Simulation
2517,386-D,-0.11111111,2100,dp;graphs;implementation;shortest paths;Dijkstra
2518,1172-C2,1.00000000,2600,dp;probabilities;Expected Value
2519,74-D,0.55555556,2400,data structures;Ordered Set;Segment Tree
2520,645-F,0.77777778,2500,combinatorics;math;number theory;Modular Combinations;Prime Sieve
2521,852-A,0.77777778,2500,brute force;implementation;math;Brute Force Enumeration
2522,1373-G,1.00000000,2600,data structures;divide and conquer;greedy
2523,597-A,-1.22222222,1600,math;Divisors
2524,70-A,-1.88888889,1300,math;Fast Exponentiation
2525,1227-A,-2.33333333,1100,math
2526,1451-F,1.22222222,2700,constructive algorithms;games;Bitmask Enumeration;State Simulation
2527,1704-F,1.00000000,2600,constructive algorithms;dp;games;1D DP
2528,1423-M,1.44444444,2800,interactive;Binary Search on Answer;Simulation
2529,1033-E,1.44444444,2800,binary search;constructive algorithms;graphs;interactive;Binary Search on Array;DFS
2530,1295-E,0.11111111,2200,data structures;divide and conquer;Segment Tree
2531,342-C,-0.55555556,1900,geometry
2532,342-D,-0.11111111,2100,bitmasks;dp;graphs;Bitmask DP
2533,1335-F,0.11111111,2200,data structures;dsu;graphs;greedy;matrices
2534,1363-F,1.00000000,2600,dp;strings;1D DP;String Matching
2535,1491-F,1.22222222,2700,binary search;constructive algorithms;interactive;Binary Search on Array;Simulation
2536,1498-E,0.11111111,2200,brute force;graphs;greedy;interactive;sortings;Custom Comparator Sorting;Greedy Sorting
2537,1498-F,0.77777778,2500,bitmasks;data structures;dp;games;graphs;math;trees;Bitmask Enumeration;Stack
2538,1515-H,3.00000000,3500,bitmasks;brute force;data structures;sortings;Brute Force Enumeration
2539,1470-C,0.77777778,2500,binary search;brute force;constructive algorithms;interactive;Binary Search on Array;Simulation
2540,1738-H,2.55555556,3300,data structures;strings;Palindrome Detection;Queue
2541,645-B,-2.11111111,1200,greedy;math;Greedy Sorting
2542,670-E,-1.00000000,1700,data structures;dsu;strings;Ordered Set;Stack
2543,670-F,0.33333333,2300,brute force;constructive algorithms;strings;Brute Force Enumeration;String Matching
2544,675-B,-1.66666667,1400,brute force;constructive algorithms;math;Brute Force Enumeration
2545,679-B,0.11111111,2200,binary search;dp;greedy;Backtracking
2546,689-B,-1.22222222,1600,graphs;greedy;shortest paths;Dijkstra
2547,690-D2,-0.77777778,1800,combinatorics;Modular Combinations
2548,690-D3,-0.11111111,2100,dp
2549,121-C,-0.55555556,1900,brute force;combinatorics;number theory
2550,814-D,-0.33333333,2000,dp;geometry;graphs;greedy;trees
2551,37-B,-0.77777778,1800,greedy;implementation
2552,1494-E,0.55555556,2400,constructive algorithms;data structures;graphs;hashing;Simulation;Stack
2553,830-B,-1.22222222,1600,data structures;implementation;sortings;Queue;Simulation
2554,821-C,-1.44444444,1500,data structures;greedy;trees;Greedy Sorting;Stack
2555,329-A,-1.44444444,1500,constructive algorithms;greedy
2556,958-D1,-1.66666667,1400,expression parsing;math
2557,1152-A,-3.00000000,800,greedy;implementation;math
2558,58-C,-0.77777778,1800,brute force
2559,213-A,-1.00000000,1700,graphs;greedy;DFS
2560,376-A,-2.77777778,900,implementation;math
2561,485-B,-1.88888889,1300,brute force;greedy
2562,464-B,-0.33333333,2000,brute force;geometry
2563,796-E,0.55555556,2400,binary search;dp;2D DP
2564,650-E,2.33333333,3200,data structures;dsu;graphs;greedy;trees;Tree DFS
2565,377-D,0.55555556,2400,data structures
2566,1730-E,1.22222222,2700,combinatorics;data structures;divide and conquer;number theory;Monotonic Stack
2567,387-D,0.11111111,2200,graph matchings
2568,1290-E,2.55555556,3300,data structures;Segment Tree
2569,1237-H,2.55555556,3300,constructive algorithms;Simulation
2570,167-E,1.66666667,2900,graphs;math;matrices;GCD
2571,715-E,2.77777778,3400,combinatorics;fft;graphs;math;Combinations;DFS
2572,1392-I,2.55555556,3300,fft;graphs;math;Connected Components
2573,1254-E,2.55555556,3300,combinatorics;dsu;graphs;trees
2574,135-E,1.88888889,3000,combinatorics;1D DP;Inclusion-Exclusion;Modular Arithmetic
2575,1684-H,2.77777778,3400,constructive algorithms;divide and conquer;graphs;math;Brute Force Enumeration;Simulation
2576,1423-G,3.00000000,3500,data structures;Segment Tree
2577,217-C,1.00000000,2600,divide and conquer;dp;expression parsing;Interval DP
2578,1396-D,2.55555556,3300,data structures;sortings;two pointers;Segment Tree;Two Pointers on Sorted Array
2579,1842-I,3.00000000,3500,divide and conquer;dp;greedy;1D DP
2580,1553-G,1.22222222,2700,brute force;constructive algorithms;dsu;graphs;hashing;math;number theory;Brute Force Enumeration
2581,1060-C,-1.22222222,1600,binary search;implementation;two pointers;Sliding Window
2582,70-D,1.22222222,2700,data structures;geometry;Convex Hull;Ordered Set
2583,981-B,-2.55555556,1000,sortings
2584,981-F,0.77777778,2500,binary search;graph matchings;greedy;Binary Search on Answer;Greedy Sorting
2585,37-C,-0.55555556,1900,data structures;greedy;trees;Trie
2586,831-A,-2.55555556,1000,implementation
2587,1051-A,-2.11111111,1200,greedy;implementation;strings
2588,958-C1,-2.11111111,1200,brute force
2589,27-B,-1.88888889,1300,bitmasks;brute force;graphs;greedy
2590,61-B,-1.88888889,1300,strings;String Matching
2591,41-B,-1.66666667,1400,brute force
2592,280-A,-0.33333333,2000,geometry;Polygon Area
2593,965-C,-0.33333333,2000,math
2594,1036-F,0.55555556,2400,combinatorics;math;number theory;Inclusion-Exclusion
2595,1095-B,-2.77777778,900,implementation
2596,1110-A,-2.77777778,900,math
2597,13-D,1.00000000,2600,dp;geometry;Polygon Area
2598,1152-E,0.55555556,2400,constructive algorithms;graphs
2599,1182-D,0.55555556,2400,constructive algorithms;dp;graphs;hashing;implementation;trees;Tree DFS
2600,1186-D,-1.44444444,1500,constructive algorithms;greedy;math
2601,1237-F,1.00000000,2600,combinatorics;dp;2D DP
2602,1237-G,3.00000000,3500,data structures;dp;greedy;Segment Tree
2603,1392-G,1.66666667,2900,bitmasks;dp;graphs;math;shortest paths;Bitmask Enumeration;Simulation
2604,1422-E,1.22222222,2700,dp;greedy;implementation;strings;1D DP
2605,1437-F,1.00000000,2600,combinatorics;dp;math;two pointers;2D DP;Permutations
2606,319-D,1.44444444,2800,greedy;hashing;string suffix structures;strings;Suffix Array
2607,156-B,-1.22222222,1600,constructive algorithms;data structures;implementation;Backtracking
2608,1511-F,1.22222222,2700,brute force;data structures;dp;matrices;string suffix structures;strings;1D DP;Stack
2609,1535-F,1.88888889,3000,binary search;brute force;data structures;hashing;implementation;strings;Brute Force Enumeration;Distance Between Points
2610,1679-F,1.00000000,2600,bitmasks;dp;math;1D DP;Bitmask Enumeration
2611,1725-E,0.77777778,2500,combinatorics;data structures;dp;math;number theory;trees
2612,1725-I,1.44444444,2800,combinatorics;dsu;trees;Permutations;Tree DFS
2613,1725-D,1.66666667,2900,binary search;bitmasks;math;Binary Search on Answer
2614,1797-F,1.88888889,3000,data structures;divide and conquer;dsu;graphs;trees
2615,50-C,-0.33333333,2000,geometry;Convex Hull
2616,101-E,0.77777778,2500,divide and conquer;dp;1D DP
2617,720-B,0.55555556,2400,flows;graphs;DFS;Max Flow
2618,241-B,1.22222222,2700,binary search;bitmasks;data structures;math;Bitmask Enumeration
2619,1182-F,1.22222222,2700,binary search;data structures;number theory;Binary Search on Answer
2620,36-E,1.00000000,2600,constructive algorithms;dsu;graphs;implementation
2621,109-E,1.22222222,2700,brute force;math;Brute Force Enumeration
2622,1949-E,1.66666667,2900,brute force;math
2623,1949-A,2.55555556,3300,brute force;dp;geometry;graphs;probabilities
2624,515-B,-1.88888889,1300,brute force;dsu;Meet-in-the-middle;number theory;GCD
2625,883-J,0.55555556,2400,constructive algorithms;greedy;sortings;Greedy Sorting
2626,883-F,-1.88888889,1300,implementation
2627,883-H,-0.77777778,1800,brute force;implementation;strings
2628,819-D,1.66666667,2900,number theory
2629,1423-F,1.22222222,2700,math;Modular Arithmetic
2630,1017-E,0.55555556,2400,geometry;hashing;strings;Convex Hull;String Matching
2631,1709-F,0.77777778,2500,bitmasks;brute force;dp;fft;flows;graphs;math;Meet-in-the-middle;trees
2632,1743-G,1.88888889,3000,bitmasks;combinatorics;constructive algorithms;data structures;dp;hashing;math
2633,958-F3,1.00000000,2600,fft
2634,1197-F,1.22222222,2700,dp;games;matrices
2635,1223-G,2.33333333,3200,binary search;math;number theory;Binary Search on Answer
2636,862-A,-2.55555556,1000,greedy;implementation;Simulation
2637,862-D,-0.33333333,2000,binary search;divide and conquer;interactive;Binary Search on Answer
2638,862-F,1.66666667,2900,data structures;strings;Segment Tree;Trie
2639,1511-G,1.22222222,2700,bitmasks;brute force;data structures;dp;games;two pointers;Bitmask Enumeration;Stack
2640,314-B,-0.33333333,2000,binary search;graphs;strings;String Matching
2641,958-C3,0.77777778,2500,data structures;dp;2D DP;Segment Tree
2642,1468-H,0.11111111,2200,constructive algorithms;greedy;math;GCD
2643,1767-F,2.11111111,3100,data structures;trees;Mo's Algorithm;Sqrt Decomposition;Tree DFS
2644,1801-G,2.77777778,3400,data structures;string suffix structures;strings;Fenwick Tree;Trie
2645,1739-F,1.00000000,2600,bitmasks;data structures;dp;string suffix structures;strings
2646,1236-D,0.33333333,2300,brute force;data structures;greedy;implementation
2647,362-A,-1.44444444,1500,greedy;math
2648,362-C,-0.55555556,1900,data structures;dp;implementation;math;Fenwick Tree
2649,883-C,0.33333333,2300,binary search;implementation;Brute Force Enumeration
2650,500-E,0.33333333,2300,data structures;dp;dsu
2651,1251-F,0.77777778,2500,combinatorics;fft;Modular Combinations
2652,1153-E,0.11111111,2200,binary search;brute force;interactive;Binary Search on Answer
2653,912-D,-0.11111111,2100,data structures;graphs;greedy;probabilities;shortest paths;Expected Value;Priority Queue
2654,825-G,0.77777778,2500,graphs;trees;Tree DFS
2655,1044-D,0.55555556,2400,data structures;dsu
2656,1227-G,1.00000000,2600,constructive algorithms
2657,815-B,0.11111111,2200,brute force;combinatorics;constructive algorithms;math;Combinations;Modular Arithmetic
2658,1562-F,1.66666667,2900,interactive;math;number theory;probabilities;LCM
2659,626-G,2.11111111,3100,data structures;dp;greedy;math;Priority Queue
2660,521-E,2.11111111,3100,graphs;DFS
2661,587-D,2.11111111,3100,2-sat;binary search;Binary Search on Answer
2662,1626-F,1.44444444,2800,combinatorics;dp;math;number theory;probabilities;1D DP;Modular Arithmetic
2663,407-C,0.77777778,2500,brute force;combinatorics;implementation;math;Difference Array
2664,1033-G,3.00000000,3500,games
2665,718-E,2.55555556,3300,bitmasks;graphs;BFS;Bitmask Enumeration
2666,685-E,1.44444444,2800,bitmasks;brute force;divide and conquer;graphs
2667,1552-H,2.55555556,3300,binary search;interactive;number theory;Binary Search on Array
2668,1809-G,1.44444444,2800,combinatorics;dp;math;1D DP;Modular Arithmetic;Permutations
2669,1796-F,1.66666667,2900,brute force;math;number theory;GCD
2670,912-C,0.77777778,2500,brute force;greedy;sortings;Greedy Sorting;Simulation
2671,40-E,0.77777778,2500,combinatorics;Combinations
2672,1603-E,2.33333333,3200,combinatorics;dp;math;1D DP;Modular Arithmetic
2673,1530-H,2.77777778,3400,data structures;dp;Permutations
2674,1530-G,2.55555556,3300,constructive algorithms;Brute Force Enumeration
2675,1830-F,2.33333333,3200,data structures;dp;Segment Tree
2676,1704-H1,2.33333333,3200,combinatorics;constructive algorithms;dp;fft;math
2677,455-E,1.66666667,2900,data structures;Segment Tree
2678,1893-E,3.00000000,3500,combinatorics;dp;graphs;Cycle Detection
2679,1290-D,1.88888889,3000,constructive algorithms;graphs;interactive;Binary Search on Answer
2680,1949-K,1.44444444,2800,constructive algorithms;math;Prefix Sum
2681,1852-E,2.77777778,3400,constructive algorithms;data structures;greedy;Greedy Sorting
2682,105-C,0.11111111,2200,brute force;implementation;sortings
2683,163-D,1.66666667,2900,brute force;Brute Force Enumeration
2684,718-A,-1.00000000,1700,dp;implementation;math
2685,839-B,-0.55555556,1900,brute force;greedy;implementation;Greedy Sorting
2686,617-D,-1.00000000,1700,constructive algorithms;implementation
2687,852-E,-0.11111111,2100,dp;Tree DP
2688,65-B,-1.00000000,1700,brute force;greedy;implementation;Brute Force Enumeration;Greedy Sorting
2689,887-E,1.44444444,2800,binary search;geometry;sortings
2690,820-A,-2.77777778,900,implementation
2691,887-C,-1.44444444,1500,brute force;implementation;Brute Force Enumeration
2692,990-F,0.55555556,2400,dp;graphs;greedy;trees;Greedy Sorting;Tree DFS
2693,1301-F,1.00000000,2600,graphs;implementation;shortest paths;Dijkstra
2694,1470-F,3.00000000,3500,divide and conquer;Segment Tree
2695,1172-A,-0.77777778,1800,greedy;implementation
2696,436-A,-1.44444444,1500,greedy
2697,949-A,-1.22222222,1600,greedy;Greedy Sorting
2698,724-D,-0.55555556,1900,data structures;greedy;strings;Greedy Sorting;Monotonic Queue
2699,196-A,-2.33333333,1100,greedy;strings
2700,626-B,-1.88888889,1300,constructive algorithms;dp;math;Modular Arithmetic
2701,843-A,-1.66666667,1400,dsu;graphs;implementation;math;sortings
2702,847-M,-2.55555556,1000,implementation;math
2703,1182-E,0.33333333,2300,dp;math;matrices;number theory
2704,156-C,-0.33333333,2000,combinatorics;dp;Trie
2705,248-C,-0.33333333,2000,binary search;geometry;Line Intersection
2706,54-A,-1.88888889,1300,implementation
2707,71-B,-1.88888889,1300,implementation;math;Modular Arithmetic
2708,13-B,-0.33333333,2000,geometry;implementation;Orientation Test
2709,50-E,0.33333333,2300,math
2710,183-C,0.11111111,2200,graphs
2711,74-C,-0.11111111,2100,dsu;graphs;number theory;GCD
2712,65-D,0.11111111,2200,brute force;graphs;hashing
2713,1413-F,1.44444444,2800,data structures;trees;Segment Tree;Tree DFS
2714,314-D,0.77777778,2500,binary search;data structures;geometry;sortings;two pointers;Binary Search on Answer
2715,461-E,1.88888889,3000,binary search;shortest paths;strings;Shortest Path in DAG
2716,964-A,-3.00000000,800,math;Divisors
2717,1423-H,0.77777778,2500,data structures;divide and conquer;dsu;graphs;Sliding Window
2718,142-C,0.33333333,2300,brute force;dp;Brute Force Enumeration;Simulation
2719,71-E,0.11111111,2200,bitmasks;dp;Bitmask DP
2720,1995-E2,1.66666667,2900,data structures;dp;matrices;two pointers;Two Pointers on Sorted Array
2721,627-D,1.00000000,2600,binary search;dp;graphs;greedy;trees;Binary Search on Answer;Tree DFS
2722,128-D,-0.33333333,2000,constructive algorithms;implementation;Simulation
2723,119-C,-0.33333333,2000,dp;1D DP
2724,958-C2,-0.33333333,2000,dp;2D DP
2725,547-A,0.11111111,2200,brute force;greedy;implementation;math
2726,847-G,-2.77777778,900,implementation;Simulation
2727,847-H,-1.22222222,1600,greedy;Greedy Sorting
2728,847-I,-0.55555556,1900,graphs;implementation;math;BFS
2729,793-A,-2.77777778,900,implementation;math;Modular Arithmetic
2730,796-A,-3.00000000,800,brute force;implementation;Brute Force Enumeration
2731,94-B,-1.88888889,1300,graphs;implementation;math
2732,633-C,-0.55555556,1900,data structures;dp;hashing;implementation;sortings;string suffix structures;strings
2733,847-D,0.11111111,2200,constructive algorithms;data structures;greedy;Greedy Sorting
2734,753-B,-1.22222222,1600,brute force;constructive algorithms;implementation;Brute Force Enumeration
2735,167-B,-0.77777778,1800,dp;math;probabilities;1D DP;GCD
2736,412-E,-0.55555556,1900,implementation
2737,690-C3,0.11111111,2200,trees;Tree DFS;Tree Diameter
2738,152-E,0.77777778,2500,bitmasks;dp;graphs;trees;Tree DFS
2739,488-B,-0.55555556,1900,brute force;constructive algorithms;math
2740,36-D,0.33333333,2300,games
2741,196-D,1.44444444,2800,data structures;greedy;hashing;strings;String Matching
2742,196-E,1.00000000,2600,dsu;graphs;shortest paths;Dijkstra;Graph Representation
2743,903-E,0.11111111,2200,brute force;hashing;implementation;strings;Brute Force Enumeration;String Matching
2744,240-E,1.44444444,2800,graphs;greedy;BFS
2745,196-C,0.11111111,2200,constructive algorithms;divide and conquer;geometry;sortings;trees
2746,147-B,0.77777778,2500,binary search;graphs;matrices;Binary Search on Array;Cycle Detection
2747,1372-F,1.22222222,2700,binary search;divide and conquer;interactive;Binary Search on Array
2748,1264-C,0.55555556,2400,data structures;probabilities;Expected Value
2749,949-D,0.33333333,2300,binary search;brute force;greedy;sortings;Binary Search on Answer;Greedy Sorting
2750,1801-F,1.22222222,2700,dp;math;Meet-in-the-middle;number theory
2751,226-D,-0.11111111,2100,constructive algorithms;greedy
2752,271-E,0.11111111,2200,constructive algorithms;math;number theory;GCD
2753,461-C,0.11111111,2200,data structures;implementation;Segment Tree
2754,1098-D,1.44444444,2800,data structures
2755,1936-F,2.55555556,3300,binary search;geometry;Distance Between Points
2756,856-D,0.55555556,2400,dp;trees;Tree DP
2757,45-E,-0.33333333,2000,constructive algorithms;greedy
2758,65-A,-0.77777778,1800,implementation;math
2759,729-E,-0.55555556,1900,constructive algorithms;data structures;graphs;greedy;sortings;Greedy Sorting
2760,979-D,0.11111111,2200,binary search;bitmasks;brute force;data structures;dp;dsu;greedy;math;number theory;strings;trees
2761,773-C,0.11111111,2200,binary search;constructive algorithms;greedy;math;Greedy Sorting
2762,633-G,1.44444444,2800,bitmasks;data structures;graphs;math;number theory
2763,958-E2,0.11111111,2200,binary search;dp;greedy;sortings;1D DP;Greedy Sorting
2764,451-C,-1.00000000,1700,brute force;implementation;math
2765,85-B,-0.77777778,1800,data structures;greedy;Priority Queue
2766,240-F,1.00000000,2600,data structures
2767,724-G,1.00000000,2600,bitmasks;graphs;math;number theory;trees;Bitmask Enumeration;DFS
2768,1098-B,-0.11111111,2100,brute force;constructive algorithms;greedy;math;Brute Force Enumeration
2769,1045-A,0.77777778,2500,data structures;flows;graph matchings;graphs;trees;Max Flow
2770,328-B,-1.44444444,1500,greedy
2771,142-E,1.88888889,3000,geometry;Distance Between Points
2772,1423-C,3.00000000,3500,divide and conquer;graphs;trees;Tree DFS;Tree Diameter
2773,177-G1,0.55555556,2400,strings;KMP;String Matching
2774,1110-H,3.00000000,3500,dp;strings
2775,1863-H,3.00000000,3500,dp;trees;Lowest Common Ancestor;Tree DP
2776,213-E,1.22222222,2700,data structures;hashing;strings;String Matching
2777,906-E,2.55555556,3300,dp;string suffix structures;strings;1D DP;Suffix Array
2778,2-C,1.00000000,2600,geometry;Distance Between Points
2779,254-C,-0.77777778,1800,greedy;strings;Greedy Sorting
2780,386-C,-0.33333333,2000,dp;strings;two pointers;Sliding Window
2781,627-B,-1.00000000,1700,data structures;Fenwick Tree
2782,95-D,0.77777778,2500,dp;math;Digit DP;Modular Arithmetic
2783,576-B,-0.11111111,2100,constructive algorithms;graphs;greedy;trees;Connected Components
2784,606-B,-1.22222222,1600,implementation
2785,596-C,-1.00000000,1700,combinatorics;greedy;sortings;Custom Comparator Sorting;Hash Map
2786,847-J,0.55555556,2400,binary search;flows;graphs;Binary Search on Answer;Max Flow
2787,58-D,-0.33333333,2000,greedy;strings;Custom Comparator Sorting
2788,163-B,-0.33333333,2000,binary search;Binary Search on Array
2789,366-D,-0.33333333,2000,binary search;data structures;dsu;graphs;shortest paths;two pointers
2790,156-A,-1.00000000,1700,brute force;Brute Force Enumeration
2791,59-D,-0.33333333,2000,constructive algorithms;greedy;implementation;Simulation
2792,534-D,-0.55555556,1900,binary search;constructive algorithms;data structures;greedy;Binary Search on Array
2793,377-B,-0.55555556,1900,binary search;data structures;greedy;sortings;Binary Search on Answer;Greedy Sorting
2794,524-E,0.55555556,2400,data structures;sortings
2795,387-C,-1.00000000,1700,greedy;implementation
2796,387-E,0.11111111,2200,binary search;data structures;Binary Search on Array
2797,1139-F,0.77777778,2500,data structures;divide and conquer
2798,226-B,-0.55555556,1900,greedy;Greedy Sorting
2799,592-B,-2.33333333,1100,math
2800,416-B,-1.88888889,1300,brute force;dp;implementation;1D DP
2801,1413-E,-0.11111111,2100,greedy;math;ternary search;Modular Arithmetic
