student_id,weak_kcs,n_weak,weakest_5
user6770,Connected Components;DFS;Priority Queue;Topological Sort;dsu;flows;geometry,7,Polygon Area;Distance Between Points;geometry;graph matchings;flows
user6791,Orientation Test;Priority Queue;geometry,3,Orientation Test;geometry;graph matchings;Dijkstra;flows
user6798,Bipartite Graph Check;Distance Between Points;Priority Queue;flows;geometry;graph matchings,6,Line Intersection;Polygon Area;Distance Between Points;geometry;graph matchings
user6800,Dijkstra;Distance Between Points;Priority Queue;flows;geometry;graph matchings,6,Polygon Area;Distance Between Points;geometry;graph matchings;Dijkstra
user6802,Bitmask Enumeration;Combinations;GCD;Modular Arithmetic;Modular Combinations;Prime Sieve;bitmasks;brute force;combinatorics;games;graphs;math;number theory;probabilities,14,number theory;math;games;Prime Sieve;Permutations
user6817,binary search;divide and conquer;trees,3,divide and conquer;binary search;trees;brute force;shortest paths
user6818,,0,Multiset;flows;dsu;probabilities;Priority Queue
user682,DFS;dsu;geometry,3,Polygon Area;Distance Between Points;geometry;graph matchings;Shortest Path in DAG
user6822,,0,Max Flow;flows;shortest paths;graph matchings;Priority Queue
user6829,Max Flow;flows;geometry,3,Distance Between Points;geometry;Max Flow;graph matchings;flows
user683,Convex Hull;Dijkstra;Orientation Test;Priority Queue;geometry,5,Orientation Test;Convex Hull;Distance Between Points;geometry;graph matchings
user6837,Priority Queue;dsu;flows;geometry;graph matchings,5,Distance Between Points;geometry;graph matchings;Dijkstra;Bipartite Graph Check
user6838,,0,divide and conquer;dp;flows;shortest paths;fft
user6849,geometry,1,geometry;shortest paths;Floyd-Warshall;dsu;Connected Components
user6856,Max Flow;flows;geometry,3,geometry;Max Flow;flows;shortest paths;dsu
user687,Hash Map;bitmasks;brute force;data structures;divide and conquer;dp;trees,7,brute force;trees;divide and conquer;data structures;dp
user6874,,0,divide and conquer;dp;brute force;trees;Meet-in-the-middle
user69,data structures,1,data structures;Binary Lifting;Hash Map;Priority Queue;dsu
user6904,flows;geometry;graph matchings,3,geometry;Max Flow;graph matchings;flows;Bipartite Graph Check
user6907,Binary Search on Answer;Binary Search on Array;Meet-in-the-middle;Two Pointers on Sorted Array;binary search;brute force;data structures;divide and conquer;dp;geometry;graphs;greedy;shortest paths;sortings;strings;trees;two pointers,17,trees;binary search;divide and conquer;two pointers;graphs
user6916,,0,geometry;Dijkstra;shortest paths;dsu;Cycle Detection
user6917,,0,flows;trees;divide and conquer;shortest paths;Max Flow
user6922,Dijkstra,1,Dijkstra;geometry;dsu;Connected Components;shortest paths
user6930,hashing,1,hashing;strings;String Matching;dp;Meet-in-the-middle
user6931,,0,dsu;Tree DP;graphs;2D DP;trees
user6937,Dijkstra;Priority Queue;flows;graph matchings,4,Orientation Test;geometry;Max Flow;graph matchings;Dijkstra
user6945,Connected Components;Distance Between Points;dsu;flows;geometry;graph matchings,6,Polygon Area;Orientation Test;Distance Between Points;geometry;graph matchings
user6952,Max Flow;Shortest Path in DAG;flows;geometry;shortest paths,5,Line Intersection;Max Flow;flows;geometry;Dijkstra
user6959,Convex Hull;Dijkstra;Priority Queue;flows;geometry;graph matchings,6,Orientation Test;Convex Hull;geometry;Dijkstra;graph matchings
user6962,Priority Queue;geometry,2,Polygon Area;Distance Between Points;geometry;graph matchings;flows
user6966,Dijkstra;Shortest Path in DAG;flows;graph matchings,4,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user6967,Priority Queue;geometry,2,Distance Between Points;geometry;Priority Queue;flows;dsu
user6981,Dijkstra;Priority Queue;dsu;flows;geometry;graph matchings,6,Distance Between Points;geometry;graph matchings;Dijkstra;flows
user6983,Bipartite Graph Check;Distance Between Points;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings,8,Line Intersection;Orientation Test;Distance Between Points;geometry;Max Flow
user6995,Connected Components;DFS;flows;geometry,4,geometry;flows;Connected Components;DFS;shortest paths
user6998,Max Flow;Priority Queue;flows;graph matchings,4,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user7000,,0,graphs;1D DP;String Matching;dp;strings
user7006,,0,dsu;trees;ternary search;games;combinatorics
user7032,Binary Lifting;divide and conquer;flows;shortest paths;trees,5,trees;divide and conquer;flows;shortest paths;Binary Lifting
user7048,Connected Components;Dijkstra;Distance Between Points;Orientation Test;Priority Queue;geometry;graph matchings,7,Line Intersection;Polygon Area;Orientation Test;Distance Between Points;geometry
user7068,DFS,1,geometry;Dijkstra;Shortest Path in DAG;Priority Queue;flows
user7072,1D DP;BFS;Brute Force Enumeration;Connected Components;DP on DAG;Dijkstra;Graph Representation;Interval DP;Topological Sort;Tree DFS;Tree DP;brute force;constructive algorithms;divide and conquer;dp;fft;flows;graph matchings;graphs;implementation;shortest paths;trees,22,shortest paths;divide and conquer;flows;graphs;fft
user7081,,0,Dijkstra;Priority Queue;Knapsack;dsu;BFS
user7085,Bitmask DP;Bitmask Enumeration;Tree DP;bitmasks;brute force;divide and conquer;dp;games;implementation;shortest paths;trees,11,brute force;divide and conquer;bitmasks;Meet-in-the-middle;dp
user7094,,0,Floyd-Warshall;DFS;dsu;shortest paths;BFS
user7096,,0,graph matchings;Priority Queue;dsu;Interval DP;Monotonic Stack
user7098,Priority Queue;geometry,2,Orientation Test;geometry;Priority Queue;Topological Sort;DFS
user71,Brute Force Enumeration;Prefix Sum;Priority Queue;Segment Tree;Simulation;Sliding Window;Stack;State Simulation;brute force;constructive algorithms;data structures;dsu;hashing;implementation;interactive;strings;trees;two pointers,18,data structures;Brute Force Enumeration;Segment Tree;Simulation;Recursion
user711,greedy;strings,2,string suffix structures;strings;hashing;trees;data structures
user7110,,0,geometry;Priority Queue;dsu;2-sat;shortest paths
user7124,,0,binary search;trees;Binary Search on Answer;Binary Search on Array;divide and conquer
user7125,Max Flow;flows;geometry;graph matchings,4,Orientation Test;geometry;Max Flow;graph matchings;Dijkstra
user7134,Distance Between Points;geometry,2,Distance Between Points;geometry;graph matchings;dsu;shortest paths
user7141,Dijkstra;geometry,2,geometry;Dijkstra;graph matchings;Distance Between Points;flows
user7151,Max Flow,1,Max Flow;flows;Dijkstra;geometry;Priority Queue
user7161,,0,2D DP;Longest Increasing Subsequence;Difference Array;Modular Combinations;1D DP
user7166,Bipartite Graph Check;Dijkstra;Distance Between Points;Priority Queue;Shortest Path in DAG;flows;geometry;graph matchings,8,Line Intersection;geometry;Distance Between Points;graph matchings;Dijkstra
user7167,data structures;trees;two pointers,3,data structures;two pointers;Ordered Set;trees;binary search
user7174,Dijkstra;geometry,2,Distance Between Points;geometry;Dijkstra;dsu;shortest paths
user7184,,0,Polygon Area;geometry;shortest paths;Difference Array;graphs
user7189,binary search;divide and conquer,2,divide and conquer;binary search;flows;trees;string suffix structures
user7201,Polygon Area;flows;geometry,3,Polygon Area;Orientation Test;geometry;Max Flow;flows
user7206,Brute Force Enumeration;Segment Tree;Simulation;binary search;bitmasks;brute force;constructive algorithms;data structures;greedy;implementation;strings;two pointers,12,data structures;two pointers;implementation;Ordered Set;Brute Force Enumeration
user7216,,0,Tree DFS;hashing;Monotonic Stack;graphs;1D DP
user7221,,0,geometry;flows;Polygon Area;Max Flow;Distance Between Points
user7223,BFS;Connected Components;DFS;Interval DP;Line Intersection;Priority Queue;dsu;geometry,8,Line Intersection;Polygon Area;geometry;Dijkstra;Priority Queue
user7229,binary search,1,binary search;trees;Binary Search on Answer;two pointers;bitmasks
user7242,Dijkstra;Max Flow;Polygon Area;Priority Queue;Topological Sort;flows;geometry;graph matchings,8,Polygon Area;Orientation Test;Distance Between Points;geometry;Max Flow
user7247,Orientation Test;Shortest Path in DAG;Topological Sort;geometry;graph matchings,5,Polygon Area;Orientation Test;Distance Between Points;geometry;graph matchings
user7257,,0,flows;probabilities;geometry;trees;Binary Lifting
user726,Polygon Area;geometry;shortest paths,3,Polygon Area;geometry;flows;graph matchings;shortest paths
user7268,Max Flow;flows;geometry;graph matchings,4,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user7270,Binary Search on Array;binary search;brute force;greedy;sortings;two pointers,6,binary search;two pointers;sortings;Binary Search on Array;greedy
user7274,flows;geometry,2,Distance Between Points;geometry;graph matchings;Dijkstra;flows
user7280,Brute Force Enumeration;Fenwick Tree;Simulation;binary search;brute force;constructive algorithms;data structures;greedy;hashing;implementation;interactive;sortings;strings;trees;two pointers,15,two pointers;data structures;Fenwick Tree;Hash Map;Brute Force Enumeration
user7284,Orientation Test;flows;geometry;graph matchings,4,Orientation Test;flows;geometry;graph matchings;Distance Between Points
user7288,Dijkstra;Max Flow;flows;geometry,4,Polygon Area;geometry;Distance Between Points;Max Flow;graph matchings
user7295,Priority Queue;graph matchings,2,geometry;graph matchings;Dijkstra;flows;Priority Queue
user7312,,0,trees;dsu;Priority Queue;Binary Lifting;Ordered Set
user7321,Binary Search on Answer;Binary Search on Array;Convex Hull;Line Intersection;Polygon Area;binary search;divide and conquer;flows;games;geometry;graphs;greedy;sortings;string suffix structures;trees;two pointers,16,geometry;Convex Hull;Polygon Area;binary search;Distance Between Points
user7345,Brute Force Enumeration;Fenwick Tree;Hash Map;Ordered Set;Simulation;brute force;constructive algorithms;data structures;divide and conquer;graphs;implementation;interactive;shortest paths;trees;two pointers,15,implementation;constructive algorithms;Brute Force Enumeration;shortest paths;flows
user7346,Dijkstra;Max Flow;Topological Sort;flows;geometry;graph matchings,6,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user7347,,0,Polygon Area;geometry;hashing;graphs;trees
user7349,flows,1,geometry;Max Flow;graph matchings;flows;Priority Queue
user7353,,0,Dijkstra;DFS;dsu;shortest paths;2D DP
user7357,,0,graph matchings;Priority Queue;flows;dsu;2-sat
user736,0-1 BFS;Dijkstra;geometry,3,geometry;Distance Between Points;Dijkstra;Priority Queue;0-1 BFS
user7384,Brute Force Enumeration;Hash Map;binary search;data structures;divide and conquer;flows;graphs;shortest paths;trees;two pointers,10,two pointers;data structures;trees;Fenwick Tree;divide and conquer
user7406,Dijkstra;graph matchings,2,graph matchings;Dijkstra;shortest paths;dsu;BFS
user7410,flows;geometry;graph matchings,3,Min Cut;Distance Between Points;geometry;graph matchings;Dijkstra
user7421,Binary Search on Answer;Binary Search on Array;Coordinate Compression;Distance Between Points;Fast Exponentiation;binary search;combinatorics;games;geometry;greedy;math;number theory;probabilities;sortings;two pointers,15,binary search;geometry;Binary Search on Array;games;sortings
user7422,Priority Queue;flows;geometry;graph matchings,4,Polygon Area;Orientation Test;Max Flow;geometry;Distance Between Points
user7429,dsu,1,geometry;Priority Queue;dsu;shortest paths;2D DP
user7440,Priority Queue;flows;geometry,3,Polygon Area;geometry;graph matchings;Shortest Path in DAG;flows
user7441,2-sat;Connected Components;DFS;Graph Representation;Priority Queue;Strongly Connected Components;Tree DFS;divide and conquer;graphs;shortest paths;trees,11,graphs;shortest paths;DFS;Connected Components;Graph Representation
user7446,Binary Search on Answer;Binary Search on Array;Hash Map;Sliding Window;Two Pointers on Sorted Array;binary search;brute force;data structures;greedy;sortings;string suffix structures;strings;ternary search;trees;two pointers,15,binary search;two pointers;data structures;Binary Search on Array;string suffix structures
user7448,Distance Between Points;Max Flow;Priority Queue;flows;geometry,5,Orientation Test;Distance Between Points;geometry;Max Flow;Dijkstra
user7449,,0,trees;flows;divide and conquer;binary search;ternary search
user7458,Bipartite Graph Check;Distance Between Points;Line Intersection;Topological Sort;dsu;flows;geometry;graph matchings,8,Line Intersection;Polygon Area;Distance Between Points;geometry;Max Flow
user7465,Bipartite Graph Check;Max Flow;Priority Queue;flows,4,geometry;Max Flow;graph matchings;Shortest Path in DAG;flows
user7468,Polygon Area;Priority Queue;flows;geometry,4,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user7471,,0,flows;Binary Lifting;trees;Min Cut;Multiset
user7474,,0,geometry;Priority Queue;2-sat;dsu;Strongly Connected Components
user7487,2-sat;Convex Hull;Max Flow;Priority Queue;dsu;flows;geometry,7,Polygon Area;Distance Between Points;Convex Hull;geometry;Max Flow
user7488,Distance Between Points;Line Intersection;Max Flow;Priority Queue;flows;geometry;graph matchings,7,Line Intersection;Distance Between Points;geometry;Max Flow;graph matchings
user7499,flows;geometry;graph matchings,3,Orientation Test;graph matchings;flows;Dijkstra;geometry
user7500,Bipartite Graph Check;Dijkstra;Distance Between Points;Max Flow;Priority Queue;Topological Sort;flows;geometry;graph matchings,9,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user7510,Bitmask Enumeration;Prime Sieve;binary search;bitmasks;brute force;combinatorics;data structures;games;implementation;math;number theory;probabilities,12,bitmasks;number theory;brute force;games;Bitmask Enumeration
user7514,data structures;dsu,2,data structures;dsu;two pointers;Stack;Simulation
user7515,,0,geometry;dsu;2-sat;Connected Components;Tree DP
user7543,,0,KMP;dp;1D DP;Binary Search on Array;Modular Arithmetic
user7546,,0,geometry;trees;shortest paths;Polygon Area;games
user7552,binary search;trees,2,binary search;trees;divide and conquer;Binary Search on Array;ternary search
user7556,,0,dsu;hashing;graphs;Binary Search on Answer;string suffix structures
user7576,Dijkstra;Max Flow;Priority Queue;Topological Sort;flows;geometry;graph matchings,7,geometry;Max Flow;graph matchings;Dijkstra;flows
user7590,Max Flow;Shortest Path in DAG;flows,3,geometry;Max Flow;graph matchings;Shortest Path in DAG;flows
user7591,geometry;graph matchings,2,Distance Between Points;geometry;Max Flow;graph matchings;flows
user76,Distance Between Points;geometry,2,Distance Between Points;geometry;graph matchings;dsu;shortest paths
user7601,,0,geometry;dsu;shortest paths;hashing;Difference Array
user7615,,0,dsu;Lowest Common Ancestor;Tree DFS;Tree DP;Binary Lifting
user7637,Dijkstra;geometry;graph matchings,3,geometry;Max Flow;graph matchings;Dijkstra;flows
user7642,,0,geometry;Priority Queue;dsu;2-sat;Strongly Connected Components
user7661,flows,1,Polygon Area;Distance Between Points;geometry;graph matchings;Priority Queue
user7674,,0,Distance Between Points;geometry;Edit Distance;BFS;Knapsack
user769,Dijkstra;flows;graph matchings,3,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user7699,Max Flow;binary search;brute force;constructive algorithms;divide and conquer;flows;graphs;greedy;implementation;shortest paths;string suffix structures;trees,12,flows;constructive algorithms;divide and conquer;greedy;shortest paths
user7734,Priority Queue;flows;geometry,3,Polygon Area;Max Flow;Distance Between Points;geometry;Dijkstra
user7735,Priority Queue;Topological Sort;geometry,3,geometry;graph matchings;Priority Queue;flows;Topological Sort
user7749,Priority Queue;flows;geometry;graph matchings,4,Distance Between Points;geometry;graph matchings;Dijkstra;flows
user7761,Max Flow;Priority Queue;flows;geometry,4,Polygon Area;geometry;Max Flow;graph matchings;Dijkstra
user7763,Max Flow;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;flows;Priority Queue
user7781,Distance Between Points;Priority Queue;Shortest Path in DAG;geometry,4,Distance Between Points;geometry;Dijkstra;Shortest Path in DAG;flows
user7782,Dijkstra;Priority Queue;flows;geometry,4,geometry;Max Flow;Dijkstra;flows;Priority Queue
user7789,Distance Between Points;Priority Queue;flows;geometry;graph matchings,5,Distance Between Points;geometry;graph matchings;flows;Priority Queue
user7793,Distance Between Points;geometry,2,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user78,geometry,1,Distance Between Points;geometry;dsu;DFS;Connected Components
user7801,Bipartite Graph Check;Dijkstra;Distance Between Points;Orientation Test;Priority Queue;flows;geometry;graph matchings,8,Orientation Test;Min Cut;Distance Between Points;geometry;graph matchings
user7823,Bipartite Graph Check;Dijkstra;Distance Between Points;Max Flow;flows;geometry;graph matchings,7,Polygon Area;Distance Between Points;geometry;graph matchings;Max Flow
user7830,Bipartite Graph Check;DFS;Max Flow;Priority Queue;flows;graph matchings,6,geometry;graph matchings;Max Flow;Bipartite Graph Check;Priority Queue
user7836,divide and conquer;dp;graphs;shortest paths;trees,5,shortest paths;divide and conquer;flows;graphs;Floyd-Warshall
user7846,,0,geometry;dsu;Connected Components;DFS;Graph Representation
user7857,,0,Priority Queue;Multiset;Knapsack;2D DP;dp
user7888,flows;geometry,2,Polygon Area;geometry;flows;Distance Between Points;graph matchings
user7890,Distance Between Points;geometry,2,Polygon Area;Distance Between Points;geometry;graph matchings;flows
user7900,,0,Max Flow;geometry;flows;shortest paths;dsu
user7910,,0,trees;divide and conquer;data structures;Tree DFS;flows
user7917,binary search;bitmasks;brute force;games;probabilities;trees,6,binary search;brute force;bitmasks;games;probabilities
user7932,geometry,1,geometry;binary search;Binary Search on Array;Binary Search on Answer;ternary search
user7933,Bipartite Graph Check;Max Flow;Orientation Test;dsu;flows;geometry,6,Orientation Test;Distance Between Points;geometry;Max Flow;graph matchings
user794,shortest paths,1,shortest paths;flows;divide and conquer;trees;graphs
user7947,Activity Selection;Binary Search on Answer;Binary Search on Array;Greedy Sorting;Hash Map;Interval Scheduling;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;greedy;implementation;sortings;strings;two pointers,16,binary search;greedy;two pointers;strings;sortings
user7948,binary search,1,binary search;games;brute force;ternary search;Binary Search on Array
user7951,Dijkstra;Max Flow;flows;geometry;graph matchings,5,geometry;Max Flow;graph matchings;Dijkstra;flows
user7954,Brute Force Enumeration;Fenwick Tree;Segment Tree;Simulation;binary search;data structures;dsu;flows;implementation;string suffix structures;strings;trees;two pointers,13,data structures;two pointers;Hash Map;Fenwick Tree;Ordered Set
user7962,Tree DP;brute force;divide and conquer;dp;trees,5,divide and conquer;dp;Meet-in-the-middle;trees;Tree DP
user7963,,0,dsu;Binary Lifting;flows;trees;Monotonic Stack
user7979,Priority Queue;flows;geometry,3,Polygon Area;Distance Between Points;geometry;Priority Queue;flows
user7995,BFS;Connected Components;Priority Queue;dsu;flows,5,Distance Between Points;geometry;graph matchings;Priority Queue;flows
user8006,,0,geometry;Connected Components;Monotonic Stack;Suffix Automaton;2D DP
user8015,,0,2-sat;graphs;dp;Binary Search on Array;binary search
user8017,,0,Difference Array;dp;Prefix Sum;combinatorics;Greedy Sorting
user803,,0,dsu;graphs;1D DP;trees;dp
user8031,brute force;divide and conquer;flows;graphs;shortest paths;trees,6,divide and conquer;graphs;shortest paths;flows;brute force
user8038,,0,trees;divide and conquer;data structures;binary search;Ordered Set
user8051,Bipartite Graph Check;Dijkstra;Priority Queue;flows;graph matchings,5,geometry;graph matchings;Max Flow;Dijkstra;Bipartite Graph Check
user8053,flows,1,flows;graph matchings;Priority Queue;shortest paths;Orientation Test
user8054,Binary Lifting;Brute Force Enumeration;Lowest Common Ancestor;Ordered Set;Segment Tree;Simulation;Stack;Tree DFS;Tree Diameter;data structures;divide and conquer;dsu;graphs;shortest paths;trees;two pointers,16,data structures;Ordered Set;Binary Lifting;Priority Queue;Lazy Segment Tree
user8061,Line Intersection;Max Flow;flows;geometry,4,Line Intersection;geometry;Max Flow;graph matchings;Dijkstra
user8072,,0,Priority Queue;dsu;2D DP;graphs;trees
user8084,,0,Meet-in-the-middle;dp;brute force;divide and conquer;bitmasks
user8087,divide and conquer;trees,2,divide and conquer;trees;binary search;brute force;two pointers
user8089,Dijkstra;divide and conquer;graphs;shortest paths,4,shortest paths;graphs;divide and conquer;Dijkstra;trees
user8136,binary search;brute force;constructive algorithms;data structures;divide and conquer;greedy;implementation;trees;two pointers,9,brute force;two pointers;data structures;implementation;greedy
user8141,Distance Between Points;Priority Queue;Topological Sort;flows;geometry;graph matchings,6,Polygon Area;Orientation Test;Min Cut;Distance Between Points;geometry
user8164,Dijkstra;Max Flow;Orientation Test;Topological Sort;flows;geometry;graph matchings,7,Line Intersection;Orientation Test;Distance Between Points;Convex Hull;geometry
user8165,,0,Binary Lifting;trees;dsu;ternary search;shortest paths
user8172,DFS,1,graph matchings;DFS;dsu;Interval DP;Tree DFS
user8182,1D DP;Backtracking;Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;Fenwick Tree;Meet-in-the-middle;State Simulation;Tree DP;binary search;bitmasks;brute force;constructive algorithms;data structures;dp;greedy;implementation;strings;trees;two pointers,20,brute force;dp;bitmasks;Meet-in-the-middle;divide and conquer
user8194,,0,dsu;graphs;trees;1D DP;dp
user8205,divide and conquer,1,divide and conquer;binary search;trees;brute force;probabilities
user8216,geometry,1,geometry;graph matchings;Priority Queue;shortest paths;dsu
user8222,Bipartite Graph Check;Max Flow;Priority Queue;Shortest Path in DAG;flows;graph matchings,6,geometry;Max Flow;graph matchings;Dijkstra;Shortest Path in DAG
user8223,Binary Search on Answer;Binary Search on Array;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;flows;geometry;graphs;greedy;implementation;shortest paths;sortings;string suffix structures;strings;trees;two pointers,19,binary search;string suffix structures;greedy;two pointers;divide and conquer
user8238,geometry,1,Polygon Area;Distance Between Points;geometry;graph matchings;Dijkstra
user8247,Topological Sort,1,graph matchings;Max Flow;flows;Priority Queue;Topological Sort
user8258,Distance Between Points;dsu;geometry,3,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user8259,,0,flows;divide and conquer;dp;trees;geometry
user8264,binary search;brute force;constructive algorithms;data structures;greedy;string suffix structures;ternary search;two pointers,8,binary search;greedy;brute force;string suffix structures;ternary search
user8269,BFS;DP on DAG;Interval DP;Priority Queue;dsu;flows;geometry;graph matchings,8,Polygon Area;Distance Between Points;geometry;graph matchings;Max Flow
user8272,Max Flow;divide and conquer;flows;shortest paths,4,flows;Max Flow;shortest paths;divide and conquer;fft
user8273,Topological Sort;flows;geometry,3,geometry;flows;Topological Sort;dsu;Cycle Detection
user8275,,0,Min Cut;flows;geometry;Dijkstra;shortest paths
user8277,flows;shortest paths,2,flows;shortest paths;divide and conquer;Max Flow;fft
user8282,dsu;geometry,2,geometry;Dijkstra;Priority Queue;flows;dsu
user829,Dijkstra;Priority Queue;flows;geometry,4,Polygon Area;geometry;Distance Between Points;graph matchings;flows
user8295,Convex Hull;Dijkstra;Max Flow;Priority Queue;flows;geometry,6,Orientation Test;geometry;Distance Between Points;Convex Hull;Max Flow
user8299,,0,trees;divide and conquer;flows;binary search;shortest paths
user830,Convex Hull;flows;geometry;graph matchings,4,Line Intersection;Distance Between Points;Convex Hull;geometry;graph matchings
user8300,,0,geometry;Max Flow;flows;Bipartite Graph Check;shortest paths
user8313,Dijkstra;Max Flow;Priority Queue;Topological Sort;dsu;flows;geometry,7,Distance Between Points;geometry;Max Flow;Dijkstra;Priority Queue
user8322,Priority Queue;geometry,2,Distance Between Points;geometry;flows;Priority Queue;dsu
user8328,Dijkstra;Priority Queue;Shortest Path in DAG;graph matchings,4,Max Flow;graph matchings;Dijkstra;flows;Shortest Path in DAG
user8329,Max Flow;flows;geometry;graph matchings,4,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user8334,,0,bitmasks;Bitmask Enumeration;trees;data structures;brute force
user8362,Dijkstra;Distance Between Points;Max Flow;Orientation Test;Polygon Area;Priority Queue;Topological Sort;flows;geometry;graph matchings,10,Polygon Area;Orientation Test;Distance Between Points;geometry;Max Flow
user8373,geometry,1,Polygon Area;graph matchings;geometry;flows;shortest paths
user8377,Binary Search on Array;Brute Force Enumeration;Coordinate Compression;Segment Tree;Tree DFS;Tree Diameter;Two Pointers on Sorted Array;binary search;brute force;data structures;divide and conquer;dp;flows;geometry;graphs;greedy;implementation;shortest paths;sortings;strings;trees;two pointers,22,two pointers;trees;data structures;binary search;sortings
user838,Priority Queue;geometry,2,geometry;Priority Queue;Topological Sort;dsu;shortest paths
user839,,0,flows;Priority Queue;dsu;Tree DFS;graphs
user8402,binary search;divide and conquer;dp;greedy;sortings,5,divide and conquer;dp;trees;greedy;binary search
user8408,Bipartite Graph Check;Connected Components;DFS;Distance Between Points;Line Intersection;flows;geometry;graph matchings,8,Line Intersection;Polygon Area;Distance Between Points;graph matchings;geometry
user8428,Bipartite Graph Check;Distance Between Points;flows;geometry;graph matchings,5,Distance Between Points;geometry;Max Flow;graph matchings;flows
user843,flows;geometry;graph matchings,3,graph matchings;geometry;flows;Priority Queue;shortest paths
user8441,,0,1D DP;dp;Binary Search on Array;Permutations;combinatorics
user8448,,0,graph matchings;flows;dsu;Tree DP;graphs
user8460,,0,trees;divide and conquer;flows;data structures;Hash Map
user8467,,0,geometry;probabilities;trees;flows;divide and conquer
user8487,Max Flow;flows,2,Max Flow;flows;dsu;DFS;Monotonic Stack
user8511,DFS;Dijkstra;Distance Between Points;dsu;flows;geometry;graph matchings,7,Distance Between Points;geometry;graph matchings;Dijkstra;Max Flow
user8522,Bipartite Graph Check;Dijkstra;Topological Sort;geometry,4,Distance Between Points;geometry;Dijkstra;flows;Priority Queue
user8535,Bipartite Graph Check;Max Flow;Priority Queue;flows;geometry,5,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user8540,Priority Queue,1,Polygon Area;geometry;graph matchings;Dijkstra;flows
user8543,Max Flow;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;flows;dsu
user8545,,0,flows;trees;divide and conquer;graphs;Min Cut
user8551,Distance Between Points;Polygon Area;dsu;geometry;graph matchings,5,Polygon Area;Distance Between Points;geometry;graph matchings;Dijkstra
user8552,Distance Between Points;Max Flow;flows;geometry;graph matchings,5,Distance Between Points;geometry;Max Flow;graph matchings;flows
user8553,flows;shortest paths,2,shortest paths;flows;divide and conquer;trees;graphs
user8555,flows;geometry;graph matchings,3,geometry;graph matchings;flows;Shortest Path in DAG;Priority Queue
user8574,Orientation Test;Priority Queue;Topological Sort;dsu;flows;geometry;graph matchings,7,Polygon Area;Orientation Test;Distance Between Points;geometry;graph matchings
user858,Binary Search on Array;binary search;bitmasks;brute force;games;greedy;sortings,7,binary search;greedy;two pointers;games;brute force
user8580,divide and conquer;flows,2,divide and conquer;flows;shortest paths;trees;binary search
user8590,,0,flows;dsu;Tree DFS;Tree DP;Suffix Automaton
user8603,dsu;geometry,2,geometry;dsu;Digit DP;graphs;ternary search
user8608,Polygon Area;Priority Queue;flows;geometry,4,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user8613,Dijkstra;Priority Queue;geometry,3,geometry;Distance Between Points;graph matchings;Dijkstra;Priority Queue
user8615,Bipartite Graph Check;Connected Components;dsu;flows;geometry,5,Polygon Area;Distance Between Points;geometry;graph matchings;Bipartite Graph Check
user8617,geometry,1,geometry;flows;binary search;string suffix structures;trees
user8630,,0,trees;shortest paths;binary search;Hash Map;data structures
user8644,Priority Queue,1,geometry;Priority Queue;2-sat;dsu;BFS
user8649,Brute Force Enumeration;Simulation;Stack;constructive algorithms;data structures;dsu;graphs;implementation;shortest paths;trees;two pointers,11,data structures;graphs;Ordered Set;flows;implementation
user8654,Dijkstra;flows;geometry;graph matchings,4,Polygon Area;geometry;Max Flow;graph matchings;Dijkstra
user8665,Binary Lifting;Binary Search on Array;Hash Map;Sliding Window;Sparse Table;binary search;data structures;sortings;string suffix structures;trees;two pointers,11,binary search;two pointers;string suffix structures;Multiset;data structures
user8670,divide and conquer;trees,2,divide and conquer;trees;shortest paths;flows;dp
user8676,Binary Search on Array;Greedy Sorting;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;games;geometry;graphs;greedy;implementation;shortest paths;sortings;strings;trees;two pointers,19,greedy;binary search;divide and conquer;brute force;two pointers
user8682,,0,Shortest Path in DAG;dsu;shortest paths;Connected Components;Interval DP
user8714,Convex Hull;Dijkstra;Max Flow;Priority Queue;flows;geometry,6,Max Flow;Dijkstra;graph matchings;Distance Between Points;geometry
user8717,Max Flow;Priority Queue;flows;geometry;graph matchings,5,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user8719,,0,trees;ternary search;binary search;bitmasks;dp
user8723,data structures;two pointers,2,data structures;two pointers;binary search;Hash Map;graphs
